mopf09,"A. Jeff, E.B. Holzer, T. Lefevre (T. Lefèvre) [CERN, Geneva, Switzerland] A. Jeff, V. Tzoganis, C.P. Welsch [The University of Liverpool, Liverpool, United Kingdom] V. Tzoganis, C.P. Welsch [Cockcroft Institute, Warrington, Cheshire, United Kingdom] ","A Gas-Jet Profile Monitor for the CLIC Drive Beam",224 227,
mopf10,"A. Jeff, T. Lefevre (T. Lefèvre) [CERN, Geneva, Switzerland] A. Jeff, C.P. Welsch [Cockcroft Institute, Warrington, Cheshire, United Kingdom] A. Jeff, C.P. Welsch [The University of Liverpool, Liverpool, United Kingdom] ","Off-Axis Undulator Radiation for CLIC Drive Beam Diagnostics",228 231,
mopf13,"M. Schwickert, C.A. Andre, F. Becker, P. Forck, T. Giacomini, E. Guetlich (E. Gütlich), T. Hoffmann, A. Lieberwirth, S. Loechner (S. Löchner), A. Reiter, B. Voss, B. Walasek-Hoehne (B. Walasek-Höhne), M. Witthaus [GSI, Darmstadt, Germany] ","Transverse Beam Profiling for FAIR",232 234,
mopf14,"E. Guetlich (E. Gütlich), O.K. Kester [IAP, Frankfurt am Main, Germany] P. Forck, O.K. Kester [GSI, Darmstadt, Germany] ","Scintillation Screen Response to Heavy Ion Impact",235 238,
mopf15,"P.K. Saha, H. Harada, S. Hatakeyama, N. Hayashi, H. Hotchi, M. Kinsho, K. Okabe, R. Saeki, K. Yamamoto, Y. Yamazaki, M. Yoshimoto [JAEA/J-PARC, Tokai-Mura, Naka-Gun, Ibaraki-Ken, Japan] ","Advanced uses of a Current Transformer and a Multi-Wire Profile Monitor for Online Monitoring of the Stripper Foil Degradation in the 3-GeV RCS of J-PARC",239 242,
mopf16,"L.J. Nevay [JAI, Egham, Surrey, United Kingdom] A.S. Aryshev, N. Terunuma, J. Urakawa [KEK, Ibaraki, Japan] S.T. Boogert, P. Karataev, K.O. Kruchinin [Royal Holloway, University of London, Surrey, United Kingdom] L. Corner, R. Walczak [Oxford University, Physics Department, Oxford, Oxon, United Kingdom] ","Sub-Micrometre Resolution Laserwire Transverse Beam Size Measurement System",243 246,
mopf17,"P.E. Evtushenko [JLAB, Newport News, Virginia, USA] ","Optical System with Image Intensifier and Spatial Filters for Large Dynamic Range Transverse Beam Profile Measurements",247 247,
mopf19,"E.D. van Garderen, S.A. Griffiths, G. LeBlanc, S. Murphy, A. Rhyder, A. C. Starritt [ASCo, Clayton, Victoria, Australia] M.J. Boland [SLSA, Clayton, Australia] ","Injection Efficiency Monitoring System at the Australian Synchrotron",248 251,
mopf20,"H. Jun, J.S. Cao, J.H. Junhui [IHEP, Beijing, People's Republic of China] ","Bunch Purity Measurement for BEPCII",252 254,
mopf22,"G. Kourkafas, M. Khojoyan, M. Krasilnikov, D. Malyutin, B. Marchetti, M. Otevrel (M. Otevřel), F. Stephan, G. Vashchenko [DESY Zeuthen, Zeuthen, Germany] G. Asova [INRNE, Sofia, Bulgaria] ","The Effect of Space Charge Along the Tomography Section at PITZ",255 258,
mopf23,"A.F.D. Morgan, G. Rehm [Diamond, Oxfordshire, United Kingdom] ","Quantifying Dissipated Power From Wake Field Losses in Diagnostics Structures",259 262,
mopf24,"S. Aguilera, P. Odier, R. Ruffieux [CERN, Geneva, Switzerland] ","Magnetic Materials for Current Transformers",263 266,
mopf25,"M.F. Fernandes, J. Tan [CERN, Geneva, Switzerland] M.F. Fernandes, C.P. Welsch [The University of Liverpool, Liverpool, United Kingdom] M.F. Fernandes, C.P. Welsch [Cockcroft Institute, Warrington, Cheshire, United Kingdom] ","Cryogenic Current Comparator as Low Intensity Beam Current Monitor in the CERN Antiproton Decelerators",267 270,
mopf26,"P.C. Chiu, J. Chen, Y.-S. Cheng, K.T. Hsu, S.Y. Hsu, K.H. Hu, C.H. Kuo [NSRRC, Hsinchu, Taiwan] ","New Booster Tune Measurement System for TLS and TPS Prototype",271 274,
mopf27,"W.R. Rawnsley, R.E. Laxdal [TRIUMF, Canada's National Laboratory for Particle and Nuclear Physics, Vancouver, Canada] ","A Beam Current Monitor for the VECC Accelerator",275 278,
mopf28,"M. Alhumaidi, A.M. Zoubir [TU Darmstadt, Darmstadt, Germany] ","Optics Non-Linear Components Measurement Using BPM Signals",279 282,
mopf29,"T. Cybulski, C.P. Welsch [The University of Liverpool, Liverpool, United Kingdom] T. Cybulski, C.P. Welsch [Cockcroft Institute, Warrington, Cheshire, United Kingdom] A. Kacperek, B. Marsland, I. Taylor, A. Wray [The Douglas Cyclotron, The Clatterbridge Cancer Centre NHS Foundation Trust, Wirral, United Kingdom] ","A Non-Invasive Beam Monitor for Hadron Therapy Beams",283 286,
mopf30,"M. Jacewicz, Ch. Borgmann, M. Olvegaard (M. Olvegård), R.J.M.Y. Ruber, V.G. Ziemann [Uppsala University, Uppsala, Sweden] J.W. Kovermann [CERN, Geneva, Switzerland] ","Novel Diagnostics for Breakdown Studies",287 290,
mopf31,"T.A. Miller, W. Fischer, D.M. Gassner, X. Gu, A.I. Pikin, S. Polizzo, P. Thieberger [BNL, Upton, Long Island, New York, USA] J. Barth [Barth Electronics, Boulder City, USA] ","Design and Performance of the Biased Drift Tube System in the BNL Electron Lens",291 294,
mopf32,"M. Tobiyama, H. Fukuma, H. Ishii, K. Mori [KEK, Ibaraki, Japan] ","Development of Gated Turn-by-Turn Position Monitor System for the Optics Measurement During Collision of SuperKEKB",295 298,
mopf34,"K.V. Husak, V.V. Bukhal [The Joint Institute of Power and Nuclear Reserach - quot;SOSNYquot; NASB, Minsk, Belarus] M. Artiushenko, V.V. Sotnikov, V.A. Voronko [NSC/KIPT, Kharkov, Ukraine] A.A. Patapenka, A.A. Safronava, I.V. Zhuk [JIPNR-Sosny NASB, Minsk, Belarus] ","Nuclotron Deuterons Beam Parameters Measurements Using SSNTD",299 302,
thal1,"R. Singh, O. Chorniy, P. Forck, R. Haseitl, W. Kaufmann, P. Kowina, K. Lang [GSI, Darmstadt, Germany] R. Singh [TEMF, TU Darmstadt, Darmstadt, Germany] ","Understanding the Tune Spectrum of High Intensity Beams",914 920,
thal2,"W. Blokland [ORNL, Oak Ridge, Tennessee, USA] C.C. Peters [ORNL RAD, Oak Ridge, Tennessee, USA] ","A New Differential and Errant Beam Current Monitor for the SNS Accelerator",921 924,
thal3,"L. Torino, U. Iriso [CELLS-ALBA Synchrotron, Cerdanyola del Vallès, Spain] ","Charge Distribution Measurements at ALBA",925 928,
thbl1,"E. Métral [CERN, Geneva, Switzerland] ","RF Heating from Wake Losses in Diagnostics Structures",929 935,
thbl2,"J. Serrano, M. Cattin, G. Daniluk, E. Gousiou, M.M. Lipinski (M. Lipiński), E. Van der Bij, T. Wlostowski (T. Włostowski) [CERN, Geneva, Switzerland] ","The White Rabbit Project",936 942,
tual1,"E. Ferrari, E. Allaria, P. Cinquegrana, M. Ferianis, L. Froehlich (L. Fröhlich), L. Giannessi, G. Penco, M. Predonzani, F. Rossi, P. Sigalotti, M. Veronese [Elettra-Sincrotrone Trieste S.C.p.A., Basovizza, Italy] E. Ferrari [Università degli Studi di Trieste, Trieste, Italy] ","Longitudinal Phase Space Characterization at FERMI@Elettra",303 307,
