222,"T. Abe, Y. Kazama, H. Ichida, Y. Hayashi, H. Ryuto And N. Fukunishi , RNC, RIKEN, Saitama, Japan","Plant Breeding Using The Ion Beam Irradiation In Riken",
225,"V. Sabaiduc, J. Burbee, D. Du, K. Erdman, W. Gyles, R.R. Johnson, B. Kovac, A. Manigoda, S. Medianu, I. Popa, L. Popa, A. Terentyev, E. vanLier, R. Watt, B. Wilson, J. Wong, A. Zyuzin, Advanced Cyclotron Systems Inc., Richmond, BC, Canada T. Kuo, Concord, CA 94521, U.S.A., W.H. Uzat, Cyclotron West Inc., South Surrey, BC, Canada","High Current Operation Of The Acsi Tr30 Cyclotron",
228,"K. Abbas, G. Cotogno, N. Gibson, U. Holzwarth, F. Simonelli, Institute for Health and Consumer Protection, Joint Research Centre, I-21020 Ispra (VA), Italy S. Buono, L. Maciocco, Advanced Accelerator Applications (AAA), St. Genis Pouilly, France N. Burgio, FPN Fision ENEA, Casaccia, Italy R. Rocca, European Organisation for Nuclear Research (CERN), France/Switzerland G. Mercurio, ENEA Ispra (VA), Italy ","Design And Test Of An Accelerator Driven Neutron Activator At The Jrc Cyclotron Of The European Commission",
231,"V.A. Anferov, M.S. Ball, J.C. Collins And V. P. Derenchuk , IUCF, Bloomington, IN 47408, U.S.A."," Indiana University Cyclotron Operation For Proton Therapy Facility ",
234,"I. Petrovic, A. Ristic-Fira, L. Koricanac, J. Požega, Vin􀃾a Institute of Nuclear Sciences, Serbia, F. Di Rosa, P. Cirrone And G. Cuttone INFN-LNS"," Comparison Of Radiobiological Effects Of Carbon Ions To Protons On A Resistant Human Melanoma Cell Line",
237,"Yoriko Hayashi, Hinako Takehisa, Yusuke Kazama, Hiroyuki Ichida, Hiromichi Ryuto, Nobuhisa Fukunishi, Tomoko Abe, RIKEN Nishina Center, Saitama, Japan,  Chiaki Kamba And Tadashi Sato, Tohoku University, Miyagi, Japan"," Effects Of Ion Beam Irradiation On Mutation Induction In Rice ",
24,"O.N. Borisov, B.N. Gikal, G.G. Gulbekyan, I.A. Ivanenko, V.N. Melnikov, V.I. Mironov, A.V. Tikhomirov, E.V Samsonov, V.V. Seleznev And A.I. Sidorov , Joint Institute for Nuclear Research, Dubna, Moscow region, Russia","Beam Extraction System From Dc60 Cyclotron",
240,"Yusuke Kazama, Hiroyuki Saito, Yoriko Hayashi, Hiroyuki Ichida, Sumie Ohbu, Hiromichi, Ryuto, Nobuhisa Fukunishi, Tomoko Abe RIKEN Nishina Center, Saitama, Japan,  Yoshiharu Y. Yamamoto, Center for Gene Research, Nagoya University, Nagoya, Japan"," Effects Of Ion Beam Irradiation On Mutation Induction In Arabidopsis Thaliana ",
243,"N.I. Ayzatskiy, N.P. Dikiy, A.N. Dovbnya, Yu.V. Lyashko, V.I.Nikiforov, B.I. Shramenko, A.Eh. Tenishev, A.V. Torgovkin And V.L. Uvarov , NSC “KIPT”, Kharkov, 61108, Ukraine"," Comparison Of Cu-67 Production At Cyclotron And Electron Accelerator ",
246,"Roberto Strangis And Carlos Gonzalez Lepera CYCLOTOPE, Houston, TX 77054, USA"," Production Of 61cu By Deuteron Irradiation Of Natural Ni ",
248,"E. Persico, M.L. Bonardi, F. Groppi, L. Canella, C. Zona, LASA, Università degli Studi di Milano and INFN-Milano, via F.lli Cervi 201, I-20090 Segrate (MI), Italy K. Abbas, U. Holzwarth, N. Gibson, F. Simonelli, JRC-EC, via E. Fermi 1, 21020 Ispra (VA), Italy"," Excitation Functions And Yields For Re-186g Production By Proton Cyclotron Irradiation ",
251,"Roberto Strangis And Carlos Gonzalez Lepera  CYCLOTOPE, Houston, TX 77054, USA","Reliable Fluorine-18 [18f-] Production At High Beam Power ",
254,"M.L. Bonardi, F. Groppi, E. Menapace, L. Canella, E. Persico, C. Zona, Università degli Studi di Milano and INFN, LASA,Via F.lli Cervi 201, I-20090 Segrate (MI), Italy K. Abbas, U. Holzwarth, N. Gibson, F. Simonelli, IHCP, Joint Research Centre, European Commission, Via E. Fermi 1, 21020 Ispra (VA), Italy L. Bergamaschi, M. Gallorini, INRiM, Unit for Radiochemistry and Spectroscopy, Via Taramelli 12, I-27100 Pavia, Italy"," Update On Cyclotron Production Studies Of No-Carrieradded: Copper-64, Astatine-211/Polonium-211g, Rhenium-186g ",
257,"F. M. Nortier, LANL, Los Alamos, NM 875453, U.S.A, J. W. Lenz,  J.W. Lenz & Associates, Waxahachie, TX 751653, U.S.A and P. A. Smith P.A. Smith Concepts & Designs, Los Alamos, NM 875443, U.S.A."," Large-Scale Isotope Production With An Intense 100 Mev Proton Beam: Recent Target Performance Experience ",
260,"J. W. Kim Research Institute and Hospital, National Cancer Center, Kyonggi, Korea, and C. C. Yun  National Center for Inter-University Research Facility, Seoul National University, Seoul Korea "," Uses Of The Experimental Area Of A Proton Therapy Facility For Biomedical Experiments ",
265,"D. Leitner, J.Y. Benitez, M L Galloway, T.J. Loew, C.M. Lyneis And D.S. Todd , LBNL","Progress And Perspective For High Frequency, High Performance Superconducting Ecr Ion Sources ",
27,"B.Gikal, S.Dmitriev, G.Gulbekian, P.Apel’, V.Bashevoi, S.Bogomolov, O.Borisov, V.Buzmakov, A.Cherevatenko, A.Efremov, I.Ivanenko, O.Ivanov, N.Kazarinov, M.Khabarov, I.Kolesov, V.Miro-nov, A.Papash, S.Patschenko, V.Skuratov, A.Tikhomirov, N.Jazvitsky, FLNR JINR, Dubna, Russia"," Cyclotron Based Complex Ic-100 For Scientific And Applied Research ",
271,"H. W. Zhao, L.T. Sun, Y.Cao, H.Y.Zhao, X. Z. Zhang, X. H. Guo, W.Lu, Z. M. Zhang, P.Yuan, M.T. Song, J.Q.Zhang, B.Wang, W.L.Zhan And B. W. Wei  Institute of Modern Physics (IMP), Chinese Academy of Sciences, Lanzhou, 730000, China","An Advanced Superconducting Ecr Ion Source Secral At Imp: First Results And Operation At 18 GHz ",
277,"S. Gammino For The Isibhi Collaboration , INFN - LNS","Ecr Plasma Physics And Production Of Highly Charged Heavy Ion From Ms-Ecris ",
283,"P.A. Závodszky, B. Arend, D. Cole, J. Dekamp, M. Doleans, G. Machicoane, F. Marti, P. Miller, J. Moskalik, W. Nurnberger, J. Ottarson, J. Vincent, X. Wu And A. Zeller  NSCL, Michigan State University, East Lansing, MI 48824, USA","First Commissioning Results Of The Susi Ecris",
286,"M.H. Rashid, C. Mallik And R.K. Bhandari , VECC, Kolkata-700 064, India","Simulated New Cusp Field Created By Permanent Magnet For An 18 Ghz Ecris ",
289,"L. Torrisi, L. Celona, G. Ciavola, F. Consoli, S. Gammino, D. Margarine, INFN-Laboratori  Nazionali del Sud, Via S. Sofia 44, 95123 Catania, Italy, and F. Caridi  Università di Messina, Ctr. Papardo 31, 98166 S. Agata, Messina, Italy","Hybrid Ion Sources For The Production Of Highly Charged Ion Beams   From Metals ",
292,"P. A. Schmelzbach, A. Barchetti, H. Einenkel And D. Goetz , Paul Scherrer Institute, CH-5232 Villigen PSI, Switzerland","A Compact, Permanent Magnet, Ecr Ion Source For The Psi Proton  Accelerator  ",
295,"P. Guarino, S. Rizzo, E. Tomarchio Dipartimento di Ingegneria Nucleare, Università di Palermo,Viale delle Scienze, Parco d’Orleans, Ed. 6, 90128, Palermo , Italy, And D. Greco  Centro di Medicina Nucleare “S.Gaetano”, Via Bagnera 14, 90011, Bagheria, Italy","Gamma-Ray Spectrometric Characterization Of Waste Activated Target Components In A Pet Cyclotron ",
298,"G. Zschornack, Technische Universität Dresden, Institute of Applied Physics, D-01069 Dresden, Germany F. Grossmann, V.P. Ovsyannikov, DREEBIT GmbH, D-01109 Dresden, Germany E. Griesmayer, University of Applied Sciences Wiener Neustadt and Fotec- Forschungs- und Technologietransfer GmbH, A-2700 Wiener Neustadt, Austria","Dresden Ebis-Sc – A New Generation Of Powerful Ion Sources For The Medical Particle Therapy ",
3,"A. Goto, M. Fujimaki, T. Fujinawa, N. Fukunishi, H. Hasebe, Y. Higurashi, K. Ikegami, E. Ikezawa, N. Inabe, T. Kageyama, O. Kamigaito, M. Kase, M. Kidera, S. Kohara, M. Kobayashi-Komiyama, M. Nagase, K. Kumagai, T. Maie, T. Nakagawa, J. Ohnishi, H. Okuno, H. Ryuto,N. Sakamoto, M. Wakasugi, T. Watanabe, K. Yamada, S. Yokouchi And Y. Yano, RIKEN Nishina Center, 2-1 Hirosawa, Wako-shi, Saitama 351-0198, Japan","Commissioning Of Riken Ri Beam Factory ",
300,"Marco Schippers, Damir Anicic, Rudolf Dölling, Anton Mezger, Eros Pedroni And Lisette Stamsnijder, Paul Scherrer Institut, Villigen, Switzerland, Andreas Geisler, Heiner Röcken And Jan Timmer , Varian Medical Systems/ACCEL Instruments, Germany"," Beam Intensity Stability Of A 250 Mev Sc Cyclotron Equipped With An Internal Cold-Cathode Ion Source ",
303,"S. Brandenburg , J.P.M. Beijers, H.R. Kremers, V. Mironov, J. Mulder And S. Saminathan  Kernfysisch Versneller Instituut, University of Groningen, The Netherlands "," Ion Source Development At The Agor Facility ",
308,"G.G. Gulbekyan, O.N. Borisov, V.I. Kazacha And D. Solivaijs, Joint Institute for Nuclear Research, Dubna, Moscow region, Russia ","Extraction By Stripping Of Heavy Ion Beams From Avf Cyclotrons ",
314,"H. Ryuto , H. Hasebe, S. Yokouchi, N. Fukunishi, A. Goto, M. Kase, And Y. Yano, RIKEN Nishina Center, 2-1 Hirosawa, Wako, Saitama 351-0198, Japan  ","Charge Strippers For Acceleration Of Uranium Beam At Riken Ri-Beam Factory ",
319,"M. Doleans, S. Chouhan, D. Cole, G. Machicoane, F. Marti, P. Miller, J. Moskalik, M. Steiner, J. Stetson, X. Wu, P. Zavodszky, A. Zeller And Q. Zhao, NSCL/MSU, East Lansing, MI 48824, U.S.A.","Optics Improvements Of The K500 Axial Injection Line ",
325,"K. Yamada, M. Fujimaki, N. Fukunishi, A. Goto, M. Kase, M. Komiyama, J. Ohnishi, H. Okuno, T. Watanabe, And Y. Yano , RIKEN Nishina Center, Wako, Saitama 351-0198, Japan","Details Of Beam Diagnostic System For Riken Superconducting Ring Cyclotron ",
328,"Wei. Liu, Jian-Hua. Zheng, Yi-Fang. Wang And Hong-Wei Zhao , Institute of modern physics, Chinese Academy of Science, Lanzhou, 730000","A Beam Energy Time-Flying Measurement System ",
33,"Cyciae-100 Project Team, Tianjue Zhang, Zhenguo Li And Chengjie Chu ","Design And Construction Progress Of Cyciae-100, A 100 Mev H- Cyclotron At Ciae ",
331,"V.A. Verzilov, D.T. Gray, R. Potter And W.R. Rawnsley , TRIUMF, 4004 Wesbrook Mall, Vancouver, Canada","A New Beam Position Monitor For The Triumf Cyclotron Beamlines ",
334,"Jun Yang, Bin Qin, Yongqian Xiong, Dong Li, Kaifeng Liu, Tongning Hu, Lei Cao And Tiaoqin Yu , Huazhong University of Science and Technology, Wuhan, China","Hybrid Simulation In Virtual Prototyping Of Cyclotron ",
337,"H. Koivisto, T. Ropponen, J. Ropponen, T. Koponen, M. Savonen, V. Toivanen, P. Heikkinen, JYFL, Jyväskylä, Finland G. Machicoane, J. Stetson, P. Zavodszky, X. Wu, M. Doleans, S. Chouhan, NSCL/MSU, East Lansing, Michigan, USA P. Spädtke, (GSI), Darmstadt, Germany H. Beijers and S. Brandenburg, KVI, Groningen, Netherlands ","Program To Improve The Ion Beam Formation And Transmission At Jyfl Talk ",
340,"Jeffry Stetson, Guillaume Machicoane, Peter Miller, Mathias Steiner And Xiaoyu Wu, NSCL/MSU, East Lansing, MI 48824, USA ","High-Transmission Operation Of The Nscl Accelerators ",
343,"C. Mallik, G.. Pal, S. Bhattacharya, J. Debnath, J. Pradhan, M. K. Dey, T. K. Bhattacharya, U. Bhunia, S. Paul, S. Roy, P. S. Chakraborty, Md. Z.A. Naser, P Bhattacharya, T. Das, D. P. Hazra And R. K. Bhandari , Variable Energy Cyclotron Centre, 1/AF, Bidhan Nagar, Kolkata 700064, INDIA","Extraction System And External Beam Handling System Of Kolkata Superconducting Cyclotron ",
346,"M.K. Dey, J. Debnath, S. Paul, J. Pradhan, U. Bhunia, A. Dutta, B.C. Mondal, Md Z.A. Naser, M. H. Rashid, G. Pal, C. Mallik And R.K. Bhandari , Variable Energy Cyclotron Centre, Kolkata, India","Beam Injection System Of The Kolkata Superconducting Cyclotron ",
349,"Y. Jongen, M.Abs, W.Beeckman, A.Blondin, W. Kleeven, D.Vandeplassche, S.Zaremba, IBA Louvain-la-Neuve, Belgium,G. Karamysheva, N. Morozov, S. Kostromin And E. Samsonov , JINR Dubna, Russia"," Simulation Of Extraction Magnetic Elements For C400 Superconducting Cyclotron ",
352,"J.J. Yang, T.J. Zhang, X.L. Jia, S.Z. An, H.J. Yao And Y.Z. Lin, 1China Institute of Atomic Energy, Beijing, 102413, China","Investigation Of Intense Beam Transport On Injection Line And Inflector Of Compact Cyclotron ",
355,"G. Gulbekyan, G. Ivanov, I. Kalagin, V. Kazacha, N. Kazarinov, M. Khabarov, V. Melnikov, Joint, Kairat K. Kadyrzhanov And Adil Zh. Tuleushev Institute of Nuclear Physics NNC, Almaty, Republic Kazakhstan","Beam Lines For Physical Experiments Of Dc-350 Cyclotron ",
358,"Sz.An, Lc.Wu, Tianjue Zhang, Gf.Song, Yl.Lu, Xl.Jia, Fp.Guan, Yj.Bi, B.Ji, Jj.Yang, Sm.Wei, Cj.Chu, Js.Xing, Zg.Li, Zh.Zhou, Gf.Pan, Zg.Yin, Sg.Hou, T.Ge, Lp.Weng And F.Yang, China Institute of Atomic Energy, Beijing, 102413, P.R. China ","Test Beam Line For Pulsed Beam Generation At Ciae’s Crm Cyclotron ",
361,"J.E. Theroux, M.P. Dehnel, P.T. Jackle, M. Roeder, T.M. Stewart, D-Pace Inc., PO Box 201, Nelson, B.C., Canada, V1L 5P9 M. Stokely, B. Wieland, Bruce Technologies, 114 Fieldstone Ct., Chapel Hill, NC, USA 27514 P. Holton, Peter Holton Consulting LLC, 14 Blueberry Lane, Lexington, MA, USA 02420 "," A ‘Short Port’ Beamline For Mounting Custom Targets To A Ge Pettrace™ Cyclotron ",
367,"L.M.Onischenko And E.V.Samsonov , JINR, Duban Russia","untitledCurrent Limit In The Compact Cyclotron With External Injection ",
370,"M.K. Craddock And Y.-N. Rao, University of British Columbia and TRIUMF","High-Energy Cyclotrons Without Spiral ",
373," Sytze Brandenburg, Mariet Anna Hofstee, Tjalling Nijboer, KVI, University of Groningen, Zernikelaan 25, 9747 AA Groningen, The Netherlands","Influence Of The Rf Magnetic Field On The Beam Phase In Cyclotrons ",
376,"P. Sing Babu, A. Goswami And V. S. Pandit, Variable Energy Cyclotron Centre, 1- AF, Bidhannagar, Kolkata, India","Simulation Study Of High Intensity Beam Bunching ",
379,"N. Kazarinov And I.Kalagin Joint Institute for Nuclear Research, 6, Joliot-Curie, 141980, Dubna, Russia","The Computation Of The Bunching System Of Intense Ion Beam By Moments  Method  ",
382,"Y.Jongen, W.Beeckman, W.Kleeven, D.Vandeplassche, S.Zaremba, IBA, Belgium, E.Samsonov And N.Morozov Joint Institute for Nuclear Research, 6, Joliot-Curie, 141980, Dubna, Russia ","Numerical Study Of The Resonances In Superconducting Cyclotron C400 ",
385,"Milan Čihák, Ondřej Lebeda And Jan Štursa, Nuclear Physics Institute, Rez, Czech Republic","Beam Dynamic Simulation In The Isochronous Cyclotron U-120m ",
388,"V. S. Pandit, A. Goswami, P. Sing Babu And P. R. Sarma , Variable Energy Cyclotron Centre, 1- AF, Bidhannagar, Kolkata-700 064, India","Design Studies On The Magnet And Central Region Of A 10 Mev High Current Compact Cyclotron ",
39,"P. Bertrand And M.H. Moscatello On Behalf Of The Spiral 2 Team. ","The Advancement Of Spiral 2 Project",
391,"D. Campo, D. Battaglia, L. Calabretta, M. Maggiore And L.A.C. Piazza , INFN - LNS"," Central Region And Static Orbit Study For The 300 A Mev Superconducting Cyclotron ",
394,"Y. Jongen, M. Abs, W. Kleeven, S. Zaremba, D. Vandeplassche, W. Beeckman, IBA, Belgium, G. Karamysheva And N. Morozov  JINR, Russia","Center Region Design Of The Cyclotron C400 For Hadron Therapy ",
397,"D. H. An , J. Kang, I. S. Jung, K. U. Kang, B. H. Hong, H. S. Jang, S. S. Hong, Y. Kim, M. Y. Lee, T. K. Yang And J. Chai , KIRAMS, Seoul, Korea","The Study Of The Central Region Of Kirams-30 Cyclotron ",
400,"P. Beličev, V. Jocić, N. Nešković, B. Radenović, M. Rajčević, Vinca Institute of Nuclear Sciences, Belgrade, Serbia, E. E. Perepelkin, A. S. Vorozhtsov And S. B. Vorozhtsov , JINR, Dubna, Russia","Spiral Inflectors And Electrodes In The Central Region Of The Vincy     Cyclotron  ",
403,"V.Aleksandrov, N. Kazarinov, V. Shevtsov, A. Tuzikov JINR, Dubna Russia And Y. Jongen  IBA Belgium","Axial Injection Beam-Line Of C400 Cyclotron For Hadron Therapy: Particles Dynamics And Magnetic Field Screening ",
406,"Hongjuan Yao, R. Baartman, Y.-N. Rao, Tianjue Zhang, Yuzheng Lin China Institute of Atomic Energy, Beijing, 102413, China, TRIUMF, Vancouver, V6T 2A3, Canada","Gap-Crossing Resonance In Cyciae-100 Cyclotron ",
409,"A. Dobrosavljević, M. Rajčević, N. Grujić And V. Vujović , Vinca institute of nuclear sciences, Belgrade, Serbia","Spiral Inflector Exchange System Of The Vincy Cyclotron ",
412,"P. Beličev, Lj. Vukosavljević, S. Ćirković, A. Dobrosavljević, V. Jocić, J. Ristić-Durović, V.Vujović Vinca Serbia, And I. Kalagin  JINR, Russia","Back Extraction System Of The Vincy Cyclotron ",
415,"A. Dobrosavljević, P. Beličev, S. Ćirković, D. Košutić, J. Ristić-Durović, V. Vujović Vinca, Serbia, and I. Kalagin JINR, Russia","Front Extraction System Of The Vincy Cyclotron ",
418,"Y.Jongen, W.Beeckman, W.Kleeven, D.Vandeplassche, S.Zaremba, IBA, Belgium,  S.Kostromin, N.Morozov And E.Samsonov  JINR, Russia"," Simulation Of Two Beams Extraction From Superconducting Cyclotron C400 ",
421,"S.B.Vorozhtsov, L.M, Onischenko And E.E.Perepelkin, JINR, Dubna, Russia","Customs Cyclotron And Beam Delivery System ",
