ROAC004,"P. Walstrom, E.G. Cook","A 50 kV Solid State Multipulse Kicker ModulatorA 50 kV SOLID STATE MULTIPULSE KICKER MODULATOR*",
ROAC005,"M.P.J. Gaudreau, J.A. Casey, T. Hawkey, M.A. Kempkes, J.M. Mulvaney, I.S. Roth","Solid-State Pulsed Power Systems for the Next Linear ColliderIVEC NLC",
ROAC006,"W. Zhang, R. Cutler, R.F. Lambiase, Y.-Y. Lee, R. Lockey, J. Mi, T. Nehring, C. Pai, K. Rust, J. Sandberg, N. Tsoupas, J. Tuozzolo, D. Warburton, J. Wei","Design, Development, and Construction of SNS Extraction Fast Kicker SystemDESIGN, DEVELOPMENT, AND CONSTRUCTION OF SNS EXTRACTION FAST KICKER SYSTEM *",
ROAC007,"W.A. Reass, D.E. Anderson, S.E. Apgar, D. Baca, D.L. Borovina, J. Bradley III, J.D. Doss, J.M. Gonzales, R.F. Gribble, T. Hardek, D.A. Heidenreich, J.D. Hicks, V.N. Leontiev, M.T. Lynch, D.E. Rees, P.J. Tallerico, P.G. Trujillo","Design, Status, and First Operations of the Spallation Neutron Source Polyphase Resonant Converter Modulator SystemDesign, Status, and First Operations of the Spallation Neutron Source Polyphase Resonant Converter Modulator System",
ROAC008,"C. Ekdahl, E.O. Abeyta, H. Bender, W. Broste, C. Carlson, L. Caudill, K.C.D. Chan, Y.-J. Chen, D. Dalmas, G. Durtschi, S. Eversole, S. Eylon, W. Fawley, D. Frayer, R. Gallegos, J. Harrison, E. Henestroza, M. Holzscheiter, T. Houck, T. Hughes, E. Jacquez, ","First Beam at DARHT-IIFIRST BEAM AT DARHT-II",
ROAC009,"J. McCarrick, G. Caporaso, F. Chambers, Y.-J. Chen, S. Falabella, F. Goldin, G. Guethlein, D. Ho, R. Richardson, J. Weir","Electron Beam\Converter Target Interactions in Radiographic Accelerators",
ROAC011,"K. Koseki, Y. Arakida, S. Igarashi, S. Inagaki, J. Kishiro, E. Nakamura, H. Sato, Y. Shimosaki, M. Shirakata, K. Takayama, K. Torikai, T. Toyama, M. Wake","R&D Works on 1MHz Power Modulator for Induction SynchrotronMicrosoft Word - ROAC011.DOC",
ROPA001,"J. Wei, Y.-Y. Lee, D. Raparia, J. Sandberg, J. Tuozzolo, W.T. Weng","Spallation Neutron Source Ring -- Status, Challenges, Issues, and Perspectives",
ROPA002,"Y. Yamazaki","The JAERI-KEK Joint Project for the High-Intensity Proton Accelerator, J-PARC",
ROPA003,"K.W. Shepard","Status of Low and Intermediate Velocity Superconducting Accelerating Structures",
ROPA005,"L. Harwood","Upgrading CEBAF to 12 GeVUPGRADING CEBAF TO 12 GEV*",
ROPA006,"P. Spiller, K. Blasche, O. Boine-Frankenheim, G. Franchetti, B. Franczak, I. Hofmann, P. Huelsmann, K. Kaspar, A. Kraemer, G. Moritz, E. Mustafin, H. Reich-Sprenger, P. Schuett","The GSI Synchrotron Facility Proposal for Acceleration of High Intensity Ion and Proton BeamsTHE GSI SYNCHROTRON FACILITY PROPOSAL FOR ACCELERATION OF HIGH INTENSITY ION AND PROTON BEAMS",
ROPA007,"J.C. Dooling, F.R. Brumwell, W.S. Czyz, K. Harkay, M.K. Lien, G.E. McMichael","Observations of Electrons in the Intense Pulse Neutron Source (IPNS) Rapid Cycling Synchrotron (RCS)OBSERVATIONS OF ELECTRONS IN THE INTENSE PULSE NEUTRON SOURCE (IPNS) RAPID CYCLING SYNCHROTRON (RCS)*",
ROPA008,"A. Mosnier","SPIRAL2 : A High Intensity Deuteron and Ion Linear Accelerator for Exotic Beam Production",
ROPA009,"R. Toelle, U. Bechstedt, N. Bongers, J. Dietrich, R. Eichhorn, F.M. Esser, O. Felden, R. Gebel, K. Henn, H. Jungwirth, A. Lehrach, R. Maier, U. Pfister, D. Prasuhn, P.v. Rossen, A. Schempp, A. Schnase, H. Schneider, Y. Senichev, R. Stassen, H. Stockhorst,","COSY-SCL, the Superconducting Injector Linac for COSYMicrosoft Word - paper.doc",
ROPA010,"R.E. Laxdal, G. Clark, G. Dutto, K. Fong, A. Mitra, Z.H. Peng, R. Poirier, W. Rawnsley, T. Ries, I. Sekachev, G. Stanford","The ISAC-II Upgrade at TRIUMF - Progress and Developments",
ROPA011,"W. Chou","2 MW Upgrade of the Fermilab Main Injector2 MW UPGRADE OF THE FERMILAB MAIN INJECTOR*",
ROPB001,"C. Sibley","Machine Protection Strategies for High Power Accelerators",
ROPB002,"Y. Suetsugu","Vacuum System for High Power Lepton RingsVACUUM SYSTEM FOR HIGH POWER LEPTON RINGS",
ROPB004,"R.W. Shaw, R. Cutler, C.S. Feigerle, A.D. Herr, Y.-Y. Lee, C.J. Liaw","Thin Diamond Films for SNS H<sup>-<\sup> Injection Stripping",
ROPB005,"Y. Li, S. Ho","Vacuum Pumping Study of Titanium-Zirconium-Vanadium Thin FilmsVACUUM PUMPING STUDY OF TITANIUM-ZIRCONIUM-VANADIUM THIN FILMS*.Yulin Li# and Simon Ho, LEPP, Cornell University, Ithaca, N...",
ROPB006,"Z. Tang, A. Chen, W. Chou","A New Kind of Beam Pipe for Rapid Cycling Proton Synchrotrons",
ROPB007,"S. Suhring","Accelerator Availability and Reliability IssuesACCELERATOR AVAILABILITY AND RELIABILITY ISSUES*",
ROPB008,"R. Dortwegt","Low-Conductivity Water Systems for AcceleratorsLOW-CONDUCTIVITY WATER SYSTEMS FOR ACCELERATORS*",
ROPB009,"W.W. Rust","Accelerator Magnet Plugging by Metal Oxides: A Theoretical Investigation, Remediation and Preliminary Results",
ROPB010,"L. Moritz, J. Drozdoff, G. Dutto, F. Mammarella, M. Mouat, R. Ruegg","Safety Critical Monitoring for Prompt Radiation HazardsSAFETY CRITICAL MONITORING FOR PROMPT RADIATION HAZARDS",
ROPB011,"P. Hurh, J. Morgan, S. Tariq","Comprehensive Electro-Magnetic, Thermal, and Structural Finite Element Analysis of the Lithium Collection Lens at the FNAL Antiproton Source",
ROPB012,"J. Frisch, E. Doyle, L. Eriksson, L. Hendrickson, T. Himel, T. Markiewicz, R. Partridge","Inertial Sensor Development for Active Vibration Stabilization",
ROPC001,"G.A. Loew","Report from the International Linear Collider Technical Review CommitteeREPORT FROM THE INTERNATIONAL LINEAR COLLIDER TECHNICAL REVIEW COMMITTEE",
ROPC002,"A. Wolski, W. Decking","Damping Ring Designs and Issues",
ROPC003,"N. Walker, D. Schulte, A. Seryi, P. Tenenbaum, A. Wolski, M. Woodley","Damping Ring to Interaction Point Beam Transport IssuesDAMPING RING TO INTERACTION POINT BEAM TRANSPORT ISSUES",
ROPC004,"A. Seryi, L. Hendrickson, T.O. Raubenheimer, D. Schulte, P. Tenenbaum, M. Woodley","Effects of Dynamic Misalignments and Feedback Performance on Luminosity Stability in Linear Colliders",
ROPC005,"S. Redaelli, R. Assmann, W. Coosemans, G. Guignard, D. Schulte, I. Wilson, F. Zimmermann","Colliding Nanobeams in CLIC with Magnets Stabilized to the Sub-nm Level",
ROPC006,"C. Adolphsen","Normal-Conducting RF Structure Test Facilities and Results",
ROPC007,"H. Weise","Superconducting RF Structures - Test Facilities and ResultsSUPERCONDUCTING RF STRUCTURES – TEST FACILITIES AND RESULTS",
ROPC008,"N. Phinney, C. Adolphsen, M.C. Ross","Reliability Issues for Linear CollidersMicrosoft Word - ROPC008.DOC",
ROPC009,"P. Tenenbaum","The JLC\NLC Baseline Design",
ROPC010,"F. Tecker, C. Biscari, R. Corsini, A. Ferrari, A. Ghigo, M.A. Preger, L. Rinolfi, P. Royer","Bunch Frequency Multiplication in the CLIC Test Facility CTF3",
ROPC011,"P.N. Burrows","Feedback on Nanosecond Timescales (FONT): Results from First Beam Tests at the NLCTA at SLAC",
RPAB001,"J. Payet, O. Napoly","New Design of the TESLA Interaction Region with l* = 5 mNEW DESIGN OF THE TESLA INTERACTION REGION WITH L* = 5 M",
RPAB002,"H. Braun, D. Schulte","Optimum Choice of RF Frequency for Two Beam Linear CollidersOPTIMUM CHOICE OF RF FREQUENCY FOR .TWO BEAM LINEAR COLLIDERS",
RPAB003,"J.-Y. Raguin, I. Wilson, W. Wuensch","Progress in the Design of a Damped and Tapered Accelerating Structure for CLIC",
RPAB004,"D. Schulte","Main Linac Emittance Growth and Luminosity in Future Linear Colliders",
RPAB005,"H. Schlarb, V. Ayvazyan, P. Castro, M. Ferrario, M. Hueening, R. Kammering, S. Schreiber, J. Sekutowicz, S. Simrock, M. Wendt","Bunch-to-Bunch Energy Stability Test of the Nb Prototypes of the TESLA Superstructure",
RPAB006,"N. Walker, D. Schulte, G.R. White","Intra-Bunch-Train Luminosity Optimisation for the TESLA Linear Collider",
RPAB007,"N. Walker, D. Schulte","Simulations of the Static Tuning for the TESLA Linear Collider",
RPAB008,"A. Drozhdin, G. Blair, L. Keller, W. Kozanecki, T. Markiewicz, T. Maruyama, N.V. Mokhov, O. Napoly, T.O. Raubenheimer, D. Schulte, A. Seryi, P. Tenenbaum, N. Walker, M. Woodley, F. Zimmermann","Comparison of the TESLA, NLC and CLIC Beam-Collimation System Performance",
RPAB009,"A. Ghigo, D. Alesini, C. Biscari, R. Boni, A. Clozza, R. Corsini, G. Delle Monache, A. Drago, A. Gallo, F. Marcellini, C. Milardi, L. Rinolfi, C. Sanelli, M. Serio, F. Sgamma, A. Stecchi, A. Stella, M. Zobov","CTF3 Prototypes: Design, Tests and  MeasurementsCTF3 PROTOTYPES: DESIGN, TESTS AND MEASUREMENTS",
RPAB010,"A. Wolski, S. De Santis","Harmonic Cavities for the NLC Damping Rings",
RPAB011,"F. Asiri, F. Le Pimpec, A. Seryi","Study of Near-Field Vibration Sources for the NLC Linac Components",
RPAB012,"Y.K. Batygin, J.C. Sheppard","Capture and Polarization of Positrons in a Proposed NLC Polarized Positron Source",
RPAB013,"F.-J. Decker, T.O. Raubenheimer, A. Seryi, J.L. Turner, M. Woods, J. Yocky","A Test of NLC-Type Beam Loading in the SLAC LinacA TEST OF NLC-TYPE BEAM LOADING IN THE SLAC LINAC*",
RPAB014,"L. Hendrickson, T. Himel, T.O. Raubenheimer, D. Schulte, A. Seryi, P. Tenenbaum, M. Woodley","Implementation of Dynamic Misalignments and Luminosity Stabilization",
RPAB015,"R.M. Jones, Z. Li, R.H. Miller, T.O. Raubenheimer","Optimized Wakefield Suppression & Emittance Dilution-Imposed Alignment Tolerances in X-Band Accelerating Structures for the JLC\NLC",
RPAB016,"R.M. Jones, C. Adolphsen, V.A. Dolgashev, R.H. Miller, J.W. Wang","Energy Dispersion Compensation and Beam Loading in X-Band Linacs for the JLC\NLC",
RPAB018,"A. Seryi, P. Raimondi, M. Woodley","A Recipe for Linear Collider Final Focus System Design",
RPAB019,"A. Seryi, A. Chupyra, A. Erokhin, M. Kondaurov, A. Kuznetsov, J. Lach, A. Medvedko, V. Parkhomchuk, D. Plant, R. Ruland, V. Shiltsev, E. Shubin, S. Singatulin","Long Term Stability Study at FNAL and SLAC Using BINP Developed Hydrostatic Level System",
RPAB023,"M. Venturini, A. Dragt, A. Wolski","Wigglers and Single-Particle Dynamics in the NLC Damping Rings",
RPAB025,"M. Woodley, T.O. Raubenheimer, A. Wolski, J. Wu","A Lattice with Larger Momentum Compaction for the NLC Main Damping Rings",
RPAB026,"G.R. White","Feedback on Nanosecond Timescales: Fast Feedback Simulations",
RPAB027,"A. Mikhailichenko","Form-Factor for a Target Used for Positron Generation with Undulator Radiation ConversionABSTRACTS OF PAPERS REPRESENTED AT PAC2003",
RPAB028,"A. Mikhailichenko","Pulsed Undulator to Test Polarized Positron Production at SLACABSTRACTS OF PAPERS REPRESENTED AT PAC2003",
RPAB029,"E. Plawski, A. Kucharczyk, S. Kulinski","The Technical Realisation of RF Kickers for CLIC Test Facility CTF3",
RPAB030,"N.E. Vinogradov, P.N. Ostroumov, J.W. Rathke, E. Rotela, D.L. Schrage, T.J. Schultheiss, S.I. Sharamentov, S. Sharma, G.P. Zinkann","Development of Room Temperature Accelerating Structures for the RIAMicrosoft Word - RPAB030.doc",
RPAB031,"A.G. Ruggiero, J. Alessi, D. Raparia, T. Roser, W.T. Weng","AGS Upgrade to 1-MW with a Super-Conducting Linac Injector",
RPAB032,"A.G. Ruggiero, H. Ludewig, S. Shapiro","Study of a 10-MW Continuous Spallation Neutron Source",
RPAB033,"P.-E. Bernaudin, P. Balleyguier, G. Congretel, A. Fontenille, E. Froidefond, M. Fruneau, D. Marchand, M. Planet, J.-C. Ravel","Results of the IPHI Drift Tube Linac's Hot Model CW TestsRESULTS OF THE IPHI DRIFT TUBE LINAC'S HOT MODEL CW TESTS",
RPAB034,"R. Duperrier, P. Bertrand, J.L. Biarrotte, B. Bru, J.-M. De Conto, E. Froidefond, N. Pichoff, A. Savalle, D. Uriot, F. Varenne","Beam Dynamics Studies in SPIRAL II Linac",
RPAB035,"R. Duperrier, D. Gorelov","Instabilities Study and Implications for the RIA Project",
RPAB036,"J. Rose, J.B. Murphy, B. Podobedov, T. Shaftan, B. Sheehy, X.J. Wang, L.H. Yu","A SCRF Linac as a FEL Driver and Storage Ring InjectorMicrosoft Word - RPAB036rev.DOC",
RPAB037,"A. Lehrach, H. Jungwirth, R. Maier, R. Toelle","Beam Dynamic Calculations for the Superconducting COSY Injector LinacBEAM DYNAMIC CALCULATIONS FOR THE",
RPAB038,"Y. Senichev, R. Maier, R. Stassen, R. Toelle, N. Vasyukhin","Debuncher Developing for H and D Beams Injection into COSY Ring",
RPAB041,"K.-U. Kuehnel, A. Schempp, A. Schnase, R. Toelle, C.P. Welsch","The RFQ-Injector for COSY-SCL",
RPAB042,"H. Liebermann, H. Podlech, U. Ratzinger, A. Sauer","Design of a Superconducting CH-Cavity for Low- and Medium Beta Ion and Proton Acceleration",
RPAB043,"J. Thibus, I. Mueller, N. Mueller, A. Schempp, H. Zimmermann","The Frankfurt Funneling ExperimentTHE FRANKFURT FUNNELING EXPERIMENT",
RPAB046,"H. Ao, N. Hayashizaki, V. Paramonov","Cold-Model Tests of an Annular Coupled Structure for Upgrade of a J-PARC Linac",
RPAB047,"S. Maebara, T. Imai, T. Morishita, M. Saigusa, S. Sazawa, M. Sugimoto, H. Takeuchi","Low Power Test of RFQ Mock-up Modules at 175MHz for IFMIF Project",
RPAB048,"J.M. Han, Y.S. Cho, B.H. Choi, S.H. Han, J.H. Jang, K.K. Jeong, Y.J. Kim, H.J. Kwon, H.H. Lee, J.H. Na, M.Y. Park, K.T. Seol","Development of a Low-Energy Proton Accelerator System for the Proton Engineering Frontier Project (PEFP)Desktop Publishing Instructions for Authors of Papers",
RPAB049,"F. Naito, M. Ikegami, T. Ito, T. Kato, E. Takasaki, H. Tanaka","Tuning of the RF Field of the DTL for the J-PARC",
RPAB050,"Y. Igarashi, A. Enomoto, H. Hanaki, Y. Higashi, K. Kakihara, S. Ohsawa, T. Oogoe, T. Taniuchi, H. Tomizawa, S. Yamaguchi","High-Gradient Tests on S-Band 2m-Long Accelerating Structures for KEKB Injector Linac",
RPAB051,"T. Ilg, S. Ellis, W. Fox, R. Gentzlinger, G. Johnson, R. Martineau, L. Rowton, J. Sims","Mechanical Design of the Drift-Tube Linac (DTL) for the Spallation Neutron SourceMECHANICAL DESIGN OF THE DRIFT-TUBE LINAC (DTL) FOR THE SPALLATION NEUTRON SOURCE *",
RPAB052,"N. Bultman, J. Billen, Z. Chen, M. Collier, D. Richards, L.M. Young","Fabrication and Tuning of the SNS CCL Hot Model",
RPAB055,"W. Stein","RIA Fragmentation Line Beam Dump",
RPAB056,"D. Gorelov, T. Grimm, W. Hartung, F. Marti, X. Wu, R. York","Analysis of a Multi-Spoke Option for the RIA Driver Linac",
RPAB058,"L. Shen, L. Cao, D. Jiang, Shaoqing Li, Xiaoguang Li, Y.J. Pei, J. Yao","Numerical Design and Optimization of Cooling System for 2 MeV Traveling Wave Accelerator",
RPAB059,"D. Jeon, K. Crandall, J. Stovall, H. Takeda","Impact of Cavity RF Field Phase and Amplitude Control Uncertainties on the SNS LinacIMPACT OF CAVITY RF FIELD PHASE AND AMPLITUDE CONTROL UNCERTAINTIES ON THE SNS LINAC*",
RPAB060,"I.H. Yu, Y.S. Cho, M.H. Chun, K.M. Ha, J.M. Han, Y.J. Han, W.H. Hwang, H.S. Kang, D.T. Kim, S.C. Kim, H.J. Kwon, S.H. Nam, K.T. Seol, J.S. Yang","The Low Level RF System for 100MV Proton Linac of KOMACTHE LOW LEVEL RF SYSTEM FOR 100MV PROTON LINAC OF KOMAC*",
RPAB062,"J. Mammosser, J. Delayen, J. Gordon, L. Phillips, J. Saunders, A.-M. Valente, T. Wang, A.T. Wu","Status of the Production Electropolishing System at JLABMicrosoft Word - RPAB062_pl.doc",
RPAB063,"W.J. Schneider, P. Kneisel, C.H. Rode","Gradient Optimization for SC CW Accelerators",
RPAB064,"K.M. Wilson, E. Daly, J. Henry, J. Hogan, D. Machie, J. Sekutowicz, T. Whitlatch","Mechanical Cavity Design for 100MV Upgrade Cryomodule",
RPAB066,"S. Emhofer, F. Ames, J. Cederkaell, D. Habs, O. Kester, K. Rudolph, T. Sieber","Commissioning-Results of the REX-ISOLDE LinacMicrosoft Word - RPAB066.DOC",
RPAB067,"O. Kester, H. Bongers, W. Carli, S. Emhofer, D. Habs, K. Rudolph, T. Sieber","An Energy Upgrade of the REX-ISOLDE LinacMicrosoft Word - RPAB067.DOC",
RPAB068,"A.A. Kolomiets, V.N. Aseev, P.N. Ostroumov, R.C. Pardo","Front End Design of the RIA Driver LinacFRONT END DESIGN OF THE RIA DRIVER LINAC",
RPAB070,"V.A. Kushnir, M.I. Ayzatsky, V.I. Beloglasov, E.Z. Biller, V.N. Boriskin, N.V. Demidov, A.N. Dovbnya, V.V. Mitrochenko, L.K. Myakushko, T.F. Nikitina, V.A. Popenko, G.D. Pugachev, G.D. Repikhov, L.V. Reprintzev, V.A. Shendrik, D.L. Stepin, G.E. Tarasov, Y","High Power Electron S-band Linac for Industrial Purposes",
RPAB071,"O.A. Nezhevenko, J.L. Hirshfield, G.V. Serdobintsev, V.P. Yakovlev","Pulsed Heating Experiments at 34 GHz",
RPAB072,"M.Y. Park, Y.S. Cho, J.M. Han, J.H. Jang, K.K. Jeong, Y.J. Kim, H.J. Kwon","The Vacuum Systems for PEFP LinacTHE VACUUM SYSTEMS FOR PEFP LINAC*",
RPAB073,"M. Pekeler, S. Bauer, K. Dunkel, B. Griep, C. Piel, H. Vogel, P. vom Stein","Series Production of Copper and Niobium Cavities for the Spallation Neutron Source",
RPAB075,"D.A. Swenson, K.R. Crandall, F.W. Guy, W.J. Starling","Continued Development of the RFI Linac StructureCONTINUED DEVELOPMENT OF THE RFI LINAC STRUCTURE*",
RPAB076,"Y. Wang, M. Fedurin, P. Jines, T. Miller, T. Zhao","Upgrades of Linac System at CAMDUPGRADES OF THE LINAC SYSTEM AT CAMD*",
RPAG001,"L.C. Teng","Linear Coupling of RMS Emittances",
RPAG002,"Yu.M. Shatunov, I.A. Koop, A.V. Otboev, E.A. Perevedentsev, P.Yu. Shatunov","Proposal of Partial Siberian Snake based on Helical Magnets for AGSPROPOSAL OF PARTIAL SIBERIAN SNAKE BASED ON HELICAL MAGNETS FOR AGS",
RPAG003,"J. Cardona, S. Peggs, T. Satogata, R. Tomas","Action and Phase Analysis to Determine Sextupole Errors in RHIC and the SPS",
RPAG004,"R. Fliller III, A. Drees, D. Gassner, G. McIntyre, S. Peggs, D. Trbojevic","Beam Diffusion Measurements at RHIC",
RPAG006,"C. Montag","Measurement of the Nonlinear Momentum Compaction Factor in RHIC",
RPAG011,"M. Giovannozzi, R. Cappi","Adiabatic Capture of Charged Particles in Stable Islands: a Novel Approach to Multi-Turn Extraction",
RPAG012,"M. Giovannozzi, R. Cappi, E. Metral, G. Metral, A.-S. Mueller, M. Martini, R. Steerenberg","Optics Studies for the CERN Proton Synchrotron:  Linear and Nonlinear Modelling Using Beam Based Measurements",
RPAG013,"E. Metral, M. Giovannozzi, G. Metral, M. Martini, R. Steerenberg","Measurements of Transverse Space-Charge Effects in the CERN Proton SynchrotronDesktop Publishing Instructions for Authors of Papers",
RPAG014,"R. Talman, N. Malitsky","Beam-Based BPM Alignment",
RPAG016,"W. Chou, J. Griffin, K.Y. Ng, A. Takagi, D. Wildman, H. Zheng","Barrier RF Stacking at FermilabBARRIER RF STACKING AT FERMILAB*",
RPAG017,"W. Chou, A. Drozhdin, P. Lucas, J.-F. Ostiguy","Fermilab Booster Modeling and Space Charge StudyFERMILAB BOOSTER MODELING AND SPACE CHARGE STUDY*",
RPAG018,"K. Gounder, J.P. Marriner, C.S. Mishra","Ion Production and Tune Shift in the Recycler Ring",
RPAG019,"C. Johnstone, C. Gattuso, D. Johnson, K. Paul, M. Syphers","Analysis and Measurements of Emittance Dilution from Vacuum Windows in the Fermilab Recycler Transfer Lines",
RPAG020,"T. Kobilarcik, J. DeVoy, C. Moore","Automatic Beamline Correction",
RPAG022,"E.J. Prebys, C. Ankenbrandt, W. Chou, A. Drozhdin, P.H. Kasper, J.R. Lackey, N.V. Mokhov, W.A. Pellico, R. Tomlin, R.C. Webber","Increasing the Intensity of the Fermilab Booster",
RPAG023,"P. Spentzouris, J. Amundson","Space Charge in the FNAL Booster: Experiment and Modelingproceedings.dvi",
RPAG024,"A. Sauer, H. Deitinghoff, H. Klein, H. Liebermann, H. Podlech, U. Ratzinger, R. Tiede","End-to-End Simulations of a Superconducting Deuteron CH-DTL for IFMIFEND-TO-END SIMULATIONS OF A SUPERCONDUCTING DEUTERON CH-DTL FOR IFMIF*",
RPAG025,"C. Milardi, G. Benedetti, M. Biagini, C. Biscari, M. Boscolo, S. Guiducci, M.A. Preger, P. Raimondi, C. Vaccarezza, M. Zobov","Developments in Linear and Non-Linear DAFNE Lattice",
RPAG028,"B. Blind, A. Jason","Jitter Control and Scraping in the 12-View AHF HEBTJITTER CONTROL AND SCRAPING IN THE 12-VIEW AHF HEBT*",
RPAG029,"J.G. Kalnins","The Use of Electric Multipole Lenses for Bending and Focusing Polar Molecules, with Application to the Design of a Rotational-StaTHE USE OF ELECTRIC MULTIPOLE LENSES FOR BENDING AND FOCUSING POLAR MOLECULES, WITH APPLICATION TO THE DESIGN OF A ROTATION...",
RPAG031,"J. Qiang, I. Hofmann, R.D. Ryne","Space-Charge Driven Emittance Growth in a 3D Mismatched Anisotropic Beam",
RPAG032,"S.G. Anderson, W. Brown, P. Musumeci, J.B. Rosenzweig, A.M. Tremaine","Pulse Compression Via Velocity Bunching with the LLNL Thomson X-Ray Source Photoinjector",
RPAG033,"Y.-J. Chen, F. Chambers, A.C. Paul, J.A. Watson, J. Weir","Eliminating the Spot Dilution due to Kicker Switching in DARHT-II",
RPAG035,"E.S. Masunov, P.N. Ostroumov, S.M. Polozov, N.E. Vinogradov","RF Focusing Methods for Heavy Ions in Low Energy Accelerators",
RPAG036,"B.L. Qian, C. Chen, J. Zhou","Image-Charge Effects on the Envelope Dynamics of an Unbunched Intense Charged-Particle BeamMicrosoft Word - PAC03-QIAN.doc",
RPAG037,"K. Kramarenko, M.I. Ayzatsky","Random-Regular Accelerating StructuresMicrosoft Word - Document1",
RPAG038,"X. Wu, D. Gorelov, T. Grimm, W. Hartung, F. Marti, R. York","The Beam Dynamics Studies of Combined Misalignments and RF Errors for RIA",
RPAG039,"I.D. Kaganovich, R.C. Davidson, E.P. Lee, S. O'Rourke, E.A. Startsev","Plasma Neutralization Models for Intense Ion Beam Transport in PlasmaPLASMA NEUTRALIZATION MODELS FOR INTENSE ION BEAM TRANSPORT IN PLASMA",
RPAG040,"E.A. Startsev, R.C. Davidson","Intense Sheet Beam Stability Properties for Uniform Phase-Space DensityRPAG040.dvi",
RPAG044,"A. Novokhatski, S. Weathersby","RF Modes in the PEP-II Shielded Vertex BellowsRF MODES IN THE PEP-II SHIELDED VERTEX BELLOWS*",
RPAG047,"J.B. Kim, I.S. Ko, H.J. Lee, H. Suk","Characteristics of Pulse Compression in Laser Pulse Amplification by Stimulated Raman BackscatteringCHARACTERISTICS OF PULSE COMPRESSION IN LASER PULSE AMPLIFICATION BY STIMULATED RAMAN BACKSCATTERING*",
RPAG049,"H.J. Lee, C. Kim, G.H. Kim, J.B. Kim, J.U. Kim, H. Suk","Effect of Preplasmas on High-Energy Ion Generation by an Intense Laser Pulse Irradiated on Overdense Plasmas",
RPAG051,"R. Pakter, J.S. Moraes, F.B. Rizzato","New Regions of Stability for Periodically Focused Particle Beams",
RPAG052,"S. Petracca, Th. Demma","Coupling Impedances for Corrugated Beam Pipes from Impedance Boundary Conditionscazzo2b",
RPAG053,"S. Petracca, Th. Demma, K. Hirata","The Gaussian Approximation for a Purely Inductive Wake Function",
RPAG054,"S. Petracca, Th. Demma","Electromagnetic Fields in the Toroidal Region of LHC-Like Rings",
RPAG057,"B.I. Bondarev, A.P. Durkin","Non-Coulomb Perturbations Influence on Beam Dynamics in Extended Accelerating\Focusing ChannelsRPAG057",
RPAG059,"V. Zadorozhny, Z. Parsa","Acceleration and Self-Focused Particle Beam Drivers",
RPPB001,"Y.-C. Chae, K. Harkay, X. Sun","Vertical Coupling Impedance of the APS Storage RingVERTICAL COUPLING IMPEDANCE OF THE APS STORAGE RING*",
RPPB002,"Y.-C. Chae, K. Harkay, X. Sun","Horizontal Coupling Impedance of the APS Storage Ring",
RPPB003,"Y.-C. Chae, K. Harkay, X. Sun","Longitudinal Coupling Impedance of the APS Storage RingLONGITUDINAL COUPLING IMPEDANCE OF THE APS STORAGE RING*",
RPPB004,"Y.-C. Chae","The Impedance Database and its Application to the APS Storage RingTHE IMPEDANCE DATABASE AND ITS APPLICATION TO THE APS STORAGE RING *",
RPPB005,"P. Kuske, M. Abo-Bakr, W. Anders, G. Wuestefeld","Bunch Length Measurements at BESSYBUNCH LENGTH MEASUREMENTS AT BESSY*",
RPPB006,"P. Kuske, M. Abo-Bakr, J. Feikes, K. Holldack, G. Wuestefeld","Coherent Emission of Synchrotron Radiation and Longitudinal Instabilities",
RPPB007,"M. Blaskiewicz, J.M. Brennan, P. Cameron, N. Catalan-Lasheras, C. Dawson, C. Degen, K. Drees, W. Fischer, E. Koropsak, R. Michnoff, C. Montag, T. Roser, T. Satogata","Transverse Instabilities in RHICrppb007.dvi",
RPPB008,"M. Blaskiewicz, J.M. Brennan, P. Cameron, W. Fischer, A. Luque, H. Schamel, J. Wei","Longitudinal Solitons in RHIC",
RPPB009,"A. Fedotov, V. Danilov, J. Wei","Effects of Space Charge and Nonlinearities on Collective Instabilities of a Long Bunch",
RPPB010,"H. Hahn, M. Blaskiewicz, D. Davino","Coupling Impedance Measurements of the SNS RF Cavity and Extraction Kicker MagnetCOUPLING IMPEDANCE MEASUREMENTS OF THE SNS RF CAVITY AND EXTRACTION KICKER MAGNET*",
RPPB011,"G. Arduini, K. Cornelis, W. Hoefle, G. Rumolo, F. Zimmermann","The Electron Cloud Instability of the LHC Beam in the CERN SPS",
RPPB012,"H. Burkhardt, G. Rumolo, F. Zimmermann","Investigation of Space Charge Effects in the SPS",
RPPB013,"H. Burkhardt, A. Koschik, G. Rumolo, F. Zimmermann, B. Zotter","Coherent Tune Shifts Measured with Few Bunches in the SPS and Comparison with Resistive Wall Theory",
RPPB014,"E. Metral","Longitudinal Microwave Instability in Lepton BunchesDesktop Publishing Instructions for Authors of Papers",
RPPB015,"E. Shaposhnikova, P. Baudrenghien, T. Bohl, T. Linnecar, J. Tuckmantel","Nominal Longitudinal Parameters for the LHC Beam in the CERN SPS",
RPPB016,"F. Zimmermann, E. Benedetto, K. Ohmi, Y. Papaphilippou, G. Rumolo, D. Schulte","Transverse 'Monopole' Instability Driven by an Electron Cloud?",
RPPB017,"F. Zimmermann, H. Fukuma, K. Ohmi, Y. Ohnishi, S.S. Win","Simulation Study of Coupled-Bunch Instabilities due to Resistive Wall, Ions, or Electron Cloud",
