WP549,"H. Brand, D. Beck, E. Gaul, W. Geithner, S. Götte, T. Kühl, K. Poppensieker, M. Roth, U. Thiemer (GSI/DVEE)","The PHELIX Control System Based on UML Design Level Programming in LabVIEW",
WP550,"S. Hunt (PSI)","Integration of Industrial PLCs into an EPICS Control System",
WP556,"R. Brun, C.H. Sicard, R. Rausch (CERN)","Using WorldFIP for Synchronization and Time Stamping in the LHC Accelerator",
WP557,"V. Soloviev (IHEP, Russia),  P. Duval, E. Vogel, J. Wilgen, H. Wu (DESY)","Diagnostic System of Longitudinal Proton Beam Dynamics in HERA",
WP558,"S. Xu, X. Kong, Q. Le, J. Zhao (IHEP)","Applications of CANbus and ControlNet in EPICS System of BEPCII",
WP559,"V.I. Vinogradov (INR/RAS)","Modular Embedded SBC-based Compact Virtual Terminal Stations as Nodes for Distributed Control and DAQ",
WP560,"A. Chertovskikh (KBSI)","VME Controller Based on PowerPC 440GX Embedded Processor for Using in KSTAR Data Acquisition and Control System.",
WP561,"N. Yamamoto,  A. Akiyama, T. Katoh, J. Odagiri (KEK) S. Matsuzaki (HITACHI), N. Ishibashi (HICOS)","Utility Facility Monitoring System on Linux-based IOC for the KEKB",
WP563,"J. Odagiri, J. Chiba, K. Furukawa, N. Kamikubota, T. Katoh, H. Nakagawa, N. Yamamoto (KEK) M. Komiyama, I. Yokoyama (RIKEN) H. Song (IHEP) Y. Yamamoto (Mitsubishi) H. Miyaji, H. Satoh, M. Sugimoto (MCR)","EPICS Device/Driver Support Modules for Network-based Intelligent Controllers",
WP565,"M. Takagi, S. Yoshida (KIS) N. Kamikubota, J. Odagiri, K. Furukawa, H. Nakagawa, N. Yamamoto, J. Chiba, T. Katoh (KEK)","Network-based Waveform Monitor for the J-PARC Accelerator Complex",
WP567,"J. Tang (ORNL) C. Pinney (LANL) X. Geng (BNL)","SNS Vacuum Control System: Software Design Strategy and Commissioning Experience",
WP568,"J.C. Yoon, J.W. Lee, J. Choi, S.H. Nam (PAL)","EPICS Based Vacuum Control System Using Ethernet Multi Serial Device Severs for PAL Storage Ring",
WP569,"M. Dach, T. Korhonen, T. Pal (PSI)","Interfacing CANbus to EPICS at the Swiss Light Source",
WP570,"D. Anicic, M. Gasche, H. Lutz, A. Mezger (PSI)","PSI Proton Accelerator Control System Upgrade",
WP572,"M. Ishii, T. Fukui, T. Masuda, T. Ohata (SPring-8)","A Software Framework to Control a Network-connected Equipment as a Pseudo Device",
WP573,"R. Nussbaumer, G. Waters (TRIUMF).","Inexpensive IOCs for GPIB Support in the TRIUMF/ISAC Control System",
WP574,"E. Tikhomolov, G. Waters, R. Keitel (TRIUMF)","EPICS Portable Channel Access Server for Multiple Windows Applications",
WP575,"C. Charrondière, A. Rijllart, M. Bajko, J.G. Perez (CERN) E. Gorskaia, G. Koltin (JINR)","Magnetic Axis and Geometric Measurement for the LHC Cryomagnet",
WP576,"Y. Leng, D. Gassner, L. Hoff (BNL) R. Witkover (TechSource, Inc.)","Data Acquisition for SNS Beam Loss Monitor System",
WP578,"M. Satoh, T. Suwada, K. Furukawa (KEK)","Fast Data-Acquisition System for the Beam-Energy-Spread-Monitor",
WP579,"Y. Yuasa (KHI) J. Odagiri, N. Yamamoto, Y. Hashimoto, S. Machida, Y. Mori, T. Morimoto, S. Muto, T. Toyama (KEK) T. Fujisawa (NIRS)","A Monitoring System for a Gas-Sheet Beam Profile Monitor on Linux with EPICS",
WP580,"V.N. Boriskin, V.A. Gurin, L.V. Eran, S.F. Nescheret, V.A. Popenko, A.N. Savchenko, V.A. Shevchenko, V.I. Tatanov,  V.L. Uvarov (KIPT)","Monitoring and Visualization of Electrons Beam Parameters in Industrial Linacs",
WP581,"C.H. Kuo, J. Chen, J.Y. Hwang, S.Y. Hsu, Y.T. Yang, C.J. Wang, K.H. Hu, K.T. Hsu, K.K. Lin  (NSRRC)","The Profile Measurement of Synchrotron Radiation Monitor in NSRRC",
WP582,"C.H. Kuo, K.H. Hu, D. Li, J. Chen, C.J. Wang, K.T. Hsu (NSRRC)","Digital Beam Position Monitor Development at NSRRC",
WP583,"D.K. Liu, W.X. Cheng (SSRC)","Digital Beam Position Monitor for SSRF",
WP584,"P. Chevtsov (TJNAF)","Control Software Components for the CEBAF Synchrotron Light Interferometer Project",
