FAA02,"H. Nesemann, W. Brefeld, F. Brinker, W. Decking, O. Kaul, B. Sarau","DORIS III as a Dedicated Source for Synchrotron Radiation",
FAA03,"C. Kim, A. Jackson, A. Warwick","Beam Lifetime and Beam Brightness in ALS",
FAA04,"Gwo-Huei Luo, L.H. Chang, Y. Cheng, K.T. Hsu, C.C. Kuo, W.C. Lau, Ch. Wang, P.K. Tseng, Y.C. Liu","Asynchronized Energy Ramping at SRRC Storage Ring",
FAA05,"D. Massoletti, C.H. Kim, A. Jackson","Emittance Measurements in the ALS Booster Synchrotron",
FAA06,"D. Robin, C. Kim, A. Sessler","Compton Scattering in the ALS Booster",
FAA07,"W.T. Weng, H.P. Chang, J.R. Chen, Y.  Cheng, K.T. Hsu, C.C. Kuo, J.C. Lee, K.K. Lin, Y.C. Liu, G.H. Luo, K.L. Tsang","Beam Stability at SRRC Storage Ring",
FAA08,"V.N. Litvinenko, Y. Wu, B. Burnham, J.M.J. Madey, F. Carter, C. Dickey, M. Emamian, J. Gustavsson, N. Hower, P. Morcombe, S.H. Park, P. O'Shea, R. Sachtshale, D. Straub, G. Swift, P. Wang, J. Widgren","Commissioning of the Duke Storage Ring",
FAA10,"S.H. Kim, Y.S. Cho, T.Y. Kim, K.H. Chung","Pulsed VUV Synchrotron Radiation Source",
FAA12,"W.M. Fawley, H.-D. Nuhn, R. Bonifacio, E.T. Scharlemann","Merits of a Sub-Harmonic Approach to a Single-Pass, 1.5-† FEL",
FAA13,"G. D'Auria, C.J. Bocchetta, M. Plesko, C. Rossi, L. Tosi, R.P. Walker, A. Wrulich","Operation of the ELETTRA Injection Linac in the FEL Mode",
FAA14,"V.K. Grishin, B.S. Ishkhanov, T.A. Novikova, V.I. Shvedunov","Free Electron Laser - FEL - Study in Institute of Nuclear Physics of MSU",
FAA16,"K.C.D. Chan, J.C. Goldstein, D.C. Nguyen, H. Takeda","A Chirped-Pulse Regenerative-Amplifier FEL for the Gamma-Gamma Collider",
FAA17,"H.-D. Nuhn, E.T. Scharlemann, R. SchlŁter","Alignment and Magnet Error Tolerances for the LCLS X-Ray FEL",
FAA19,"J. Krishnaswamy, I.S. Lehrman, R. Hartley, R.H. Austin","Electron Transport and Emittance Diagnostics in CIRFEL",
FAA21,"Shinian Fu, Yinbao Chen, Zhibin Huang","Study on Accelerator Noise Effects on a Far-Infrared FEL Oscillator",
