FR101,"Simon Yu (LBNL)","Overview of International Heavy Ion Fusion Experiments",,"heavy-ion, space-charge-dominated-beams, experiments"
TH433,"G. Ciavola, L. Celona, S. Gammino (INFN-LNS), E. Fagotti, M. Comunian, A. Pisent (INFN-LNL), R. Gobin, R. Ferdinand (CEA-Saclay)","The TRASCO High Current Proton Source and Its LEBT",,"ion-source, optics"
TH434,"V. I. Pershin, V. A. Batalin, A. A. Kolomiets, R. P. Kuibeda, T. V. Kulevoy, S. V. Petrenko, D. N. Seleznev (ITEP), A. Hershcovitch, B. M. Johnson (BNL), E. M. Oks (HCEI)","Metal-Vapor Vacuum-Arc Ion Source with An Additional Anode",,"ion, cathode, plasma, linac, vacuum"
TH435,"M. Yamamoto, K. Wada, T. Nakanishi, S. Okumi, C. Suzuki, F. Furuta, T. Nishitani, M. Miyamoto, M. Kuwahara, T. Hirose, R. Mizuno, N. Yamamoto, O. Watanabe, H. Kobayakawa (Nagoya Univ.), H. Matsumoto, M.Yoshioka (KEK)","200 keV Polarized Electron Source for Linear Collider",,"gun, polarization, cathode, electron, extraction"
TH438,"T. Taniuchi, T. Asaka, H. Dewa, T. Kobayashi, A. Mizuno, S. Suzuki, H. Tomizawa, K. Yanagida, H. Hanaki, (JASRI/SPring-8)","Characteristics of A Photocathode RF Gun in Higher Field Gradient",,"cathode, electron, emittance, gun, laser"
TH439,"K. Nanmo, Z. Igarashi, K. Nigorikawa, T. Takenaka, and E. Takasaki (KEK)","Improvement of The Control System for The KEK 40 MeV Proton Linac",,"controls, linac,"
TH440,"A. P. Soumbaev, A. S. Kayukov, V. A. Shvets, O. V. Strekalovsky, M. M. Korjovkina (JINR)","Plans for A Control System for The LUE200 Linac in JINR",,"linac, man-machine-interface, controls"
TH442,"S. D. Jang, W. W. Lee, Y. G. Son, J. S. Oh (PAL), and M. H. Cho (POSTECH)","Web-Based Control System for 150-MW Pulse Modulator Application",,"klystron-modulator, web-based-control, HMI, PLC-system"
TH443,"J. H. Kim, J. M. Kim, J. W. Oh, S. C. Kim, D. W. Kim, K. H. Kim, J. Choi, S. H. Nam, J. Y. Huang (PAL), M. H. Cho, W. Namkung, I. S. Ko (POSTECH)","Upgrade of The MPS Control System for PLS Linac",,"linac, controls, power-supply, man-machine-interface"
TH444,"C. Hovater, P. Chevtsov, J. Delayen, H. Dong, L. Harwood, J. Musson, R. Nelson, T. Plawski, H. Wang (TJNAF)","RF System Development for The CEBAF Energy Upgrade",,"controls, feedback, klystron, radio-frequency, superconducting-rf"
TH445,"K. Fong, M. Laverty, S. Fang (TRIUMF)","RF Control System for ISAC II Superconducting Cavity Test Stand",,"controls, superconducting-rf, feedback"
TH446,"S. Pasky, M. Borland (ANL)","Dealing with Change While Maintaining Operational Reliability of The Advanced Photon Source Linear Accelerator",,"free-electron-laser, cathode, controls, operational-performance, radio-frequency"
TH447,"A. Welleman, J. Waldmeyer, E. Ramezani (ABB)","Solid State Switches for Pulse Power Modulators",,"solid-state-switches, high-di/dt, high-current"
TH449,"T. Sakai, I. Sato, K. Hayakawa, T. Tanaka, Y. Hayakawa, K. Yokoyama, K. Kanno, K. Ishiwata (LEBRA), S. Fukuda (KEK), K. Hemmi, M. Hino (MELCO)","S-Band Klystron for Long Pulse Operation",,"klystron, long-pulse, vacuum, rf-window"
TH450,"A. E. Grelick, S. Berg, G. Goeppner, A. Nassiri, G. Pile, T. Smith (ANL), Y. W. Kang (ORNL), A. Haase, D. Miller (SLAC)","Testing and Operation of The WR340 Waveguide Window in The APS Linac",,"radio-frequency, vacuum"
TH451,"S. Fukuda, S. Anami, Y. Fukui, M. Kawamura, C. Kubota, M. Ono, S. Yamaguchi (KEK), S. Miyake, M. Sakamoto, K. Tetsuka, A. Yano (TOSHIBA)","Performance of A 324-MHz Klystron for High-Intensity Proton Accelerator",,"klystron, linac, pulsed-power"
TH452,"C. Kubota, Y. Fukui, S. Fukumoto, M. Kawamura, F. Naito H. Nakanishi, and E. Takasaki (KEK)","Parts of The 203D Coaxial Waveguide Improved at KEK",,"radio-frequency"
TH453,"A. Palmieri, M. Comunian, J. Esposito, A. Pisent (INFN-LNL), G. V. Lamanna (INFN-Bari)","Study and Design for TRASCO RFQ High Power Coupler",,"klystron, radio-frequency-quadrupole"
TH454,"H. J. Kwon, Y. S. Cho, J. M. Han, B. H. Choi (KAERI)","RF System for KOMAC RFQ",,"klystron, power-supply, radio-frequency, radio-frequency-quadrupole"
TH455,"M. Stirbet, I. E. Campisi, K. M. Wilson, M. Drury, G. K. Davis, and T. Powers (TJNAF), Y. Kang (ORNL), K. A. Cummings, T. Hardek (LANL)","Fundamental Power Coupler Development for The SNS Superconducting Linac Cavities",,"radio-frequency, coupling, superconducting-rf"
TH456,"Y. Kang (ONRL), M. Tiefenback, and P. Chevtsov (TJNAF)","Reactive RF Tuning for Compensation of A Detuned Accelerating Cavity",,"radio-frequency, resonance, superconducting-rf, controls"
TH459,"W. Lawson, B. Hogan, S. Gouveia, B. Huebschman, and V. L. Granatstein (UMD)","Improved Design of A Frequency-Doubling Ku-Band Gyroklystron Experiment",,"rf-power, gyroklystrons, linear-collider"
TH460,"Vikas Jain, Mangesh Karmarkar, S .A. Pande and T Veerbhadraiah (CAT)","Design and Analysis of SFDTL Structure for 100 MeV Proton Linac",,"proton-linac, ion-source, radio-frequency-quadrupole, SFDTL"
TH461,"A. D'Elia, V. G. Vaccaro (Univ. Napoli), M. R. Masullo (INFN-Napoli), D. Davino (BNL), L. De Menna, S. Falco (DIEL)","High Frequency Linear Accelerator: A Perturbative Study of The Transmission Matrix of A Two Port Device Chain",,"proton, linac, rf-structure, resonance, electromagnetic-fields"
TH463,"N. Baboi., R. M. Jones, J. W. Wang, G. B. Bowden, V. A. Dolgashev, J. Lewandowski, S. G. Tantawi, P. B. Wilson (SLAC)","Impedance Measurement Setup for Higher-Order Modes Studies in NLC Accelerating Structures with The Wire Method",,"wakefield, higher-order mode, impedance, rf-structure"
TH464,"J. W. Wang, C. Adolphsen, N. Baboi, G. Bowden, D. L. Burke, J. Cornuelle, V. Dolgashev, K. Jobe, R. M. Jones, B. Kirby, F. Le Pimpec, Z. Li, J. Lewandowski, R. J. Loewen, R. H. Miller, C. Nantista, C. K. Ng, C. Pearson, T. Raubenheimer, M. Ross, R. D. Ruth, S. Tantawi, P. B. Wilson (SLAC), N. Toge, T. Higo, Y. Higashi (KEK)","Recent Progress in R&D of Advanced Room Temperature Accelerator Structures",,"linear-collider, high-order-mode, wakefield, damping, acceleration"
TH465,"R. M. Jones R. H. Miller, J. W. Wang (SLAC)","Minimization of Transverse Wakefields in The NLC Accelerator Structures",,"wakefield, damping, dipole, electromagnetic-fields, linac"
TH468,"N. Hayashizaki (TITech), V. Paramonov (INR), Y. Yamazaki (JAERI)","Power-Handling Capability of The Annular Coupled Structure Linac for The JAERI/KEK Joint Project",,"proton, linac, rf-structure"
TH469,"T. Miyoshi, C. Kobayashi, H. Ogawa, H. Nakabushi, T. Fujimoto, T. Miyata, Y. Kageyama, Y. Sano (AEC), A. Kitagawa, M. Muramatsu, T. Murakami, Y. Sato (NIRS)","Charge Fraction of 6.0 MeV/n Heavy Ions with Carbon Foil: Dependence on The Thickness",,"heavy-ion, charge-fraction, stripping"
TH470,"S. C. Joshi, D. D. Bhawalkar, S. A. Pande, M. Prasad, A. S. Raja Rao, S. Raghvendra, N. Sharma (CAT)","Prototype Engineering Design of 350 MHz 4.5 MeV RFQ for Proposed Proton Linac for Indian ADS Program",,"radio-frequency-quadrupole, linac, rf-structure"
TH471,"H. Carter, D. Finley, I. Gonin, T. Khabiboulline, G. Romanov, D. Sun (FNAL) , C. Adolphson, J. Wang (SLAC)","Automated Microwave Low Power Testing Techniques for NLC",,"rf-structure, coupling, higher-order-mode, linear-collider, simulation"
TH472,"A. N. Drugakov, S. K. Esin, A. V. Feschenko, Yu. G. Kalinin, Yu. V. Kisselev, L. V. Kravchuk, A. N. Mirzojan, E. S. Nikulin, V. L. Serov (INR), M. Fagan, D. Ireland, K. F. Johnson, P. Walstrom (LANL)","Irradiation Test of Vacuum Chamber for LANSCE Isotope Production Facility",,"isotope-production, extraction, kicker, vacuum, beam-transport"
TH474,"R. Valdiviez, D. Schrage, H. Haagenstad, J. Szalczinger (LANL)","The Thermal Expansion of  Some Common Linac Materials",,"rf-structure"
TH475,"K. R. Kim, S. J. Kwon, S. H. Kim, Y. J. Park, H. G. Kim, K. W. Suh, S. H. Nam, C. W. Chung (PAL), W. Namkung (POSTECH)","Reliability and Maintenance of PLS Linac Mechanical Systems",,"system-reliability, rf-components, water-cooling, alignment"
TH476,"N. I. Her, J. W. Sa, H. K. Kim, G. H. Kim, C. H. Choi, J. S. Bak, M. Kwon (KBSI)","Design of The Superconducting Magnet Supporting Post for KSTAR Tokamak",,"KSTAR, Tokamak, CFRP, supporting-post"
TH477,"H. J. Kwon (KAERI), H. S. Kim, K. H. Chung (SNU), K. O. Lee (KAPRA), S. J. Noh (Dankook Univ.)","Parametric Study on The Improvement of The Beam Energy Gain of The Fantron-I Cavity",,"industrial-accelerators, radio-frequency, coupling, beam-transport"
TH479,"B. Schlitt, G. Hutter, B. Langenbeck, C. Muhle,W. Vinzenz (GSI), A. Bechtold, Y. Lu, S. Minaev, U. Ratzinger, A. Schempp, R. Tiede (IAP)","Development of A 7 MeV/u, 217 MHz Carbon Injector Linac for Therapy Facilities",,"medical-accelerator, ion, linac, rf-structure"
TH480,"A. Bechtold, C. P. Welsch, U. Ratzinger, A. Schempp (IAP), B. Schlitt (GSI)","The RFQ-Drifttube-Combination for The Medicine Synchrotron in Heidelberg",,"heavy-ion, cancer, therapy, radio-frequency-quadrupole, drifttube, beam-dynamics"
TH481,"S. Okuda, M. Takanaka, R. Kato (ISIR), S. Nam (Kangwon Univ.)","Absorption Spectroscopy Using High-Intensity Coherent Radiation from Short Electron Bunches of A Linac",,"coherent-effects, linac, radiation, photon"
TH484,"J. Frisch, J. Nelson, F. Le Pimpec, K. Jobe, D. McCormick, M. C. Ross, T. Smith (SLAC)","Studies of Breakdown in High Gradient X-Band Accelerator Structures Using Acoustic Emission",,"rf-structure, diagnostics"
TH485,"F. Simoens, A. France, O. Delferriere (CEA-Saclay)","An Equivalent 4-Wire Line Theoretical Model of Real RFQ Based on The Spectral Differential Theory",,"radio-frequency-quadrupole, modelisation, high-power-linac"
TH486,"F. Simoens, A. France (CEA-Saclay)","Tuning Procedure of The 5 MeV IPHI RFQ",,"radio-frequency-quadrupole, rf-cavity-tuning, high-intensity-linac"
TH487,"Albert Mizuhara (CPI)","A 100 kW, 1497 MHz CW Klystron for FEL Driver Accelerator",,"klystron,  free-electron-laser,  industrial-accelerators,  linac,  radio-frequency."
TH488,"Soon-Kwon Nam, Jaechul Yi (Kangwon Univ.)","The Radiation Field by The Transform Spectral Method in FEL",,"free-electron-laser, radiation, simulation"
TU101,"K. Floettmann (DESY)","The TESLA Linear Collider and X-Ray FEL",,"linear-collider, free-electron-laser, superconducting-rf"
TU102,"K. Takata (KEK)","Overview of NLC/JLC Collaboration",,"electromagnetic-fields, higher-order-mode, klystron, linac,  linear-collider"
TU103,"Y. H. Chin (KEK)","Worldwide Progress in X-Band Power Sources",,"klystron, linear-collider, pulsed-power, radio-frequency"
TU104,"Valery A. Dolgashev (SLAC)","Experiments on Gradient Limits for Normal Conducting Accelerators",,"rf-structure, operational-performance, linear-collider"
TU201,"R. Corsini (CERN)","Overview of CLIC and CTF3",,"linear-collider, electron, luminosity"
TU202,"S. Doebert (CERN)","Status of Very High-Gradient Cavity Tests",,"linear-collider, acceleration, rf-structures, radio-frequency"
TU203,"Yuzheng Lin (Tsinghua Univ.)","Applications of Low Energy Linacs in China",,"low-energy-linacs, radiotherapy, container-inspection-systems, anthracnose-germ, AD-RCNPS"
TU204,"V. L. Auslender (BINP)","5-10 MeV Industrial High Power Electron Accelerators",,"industrial-accelerators, electron, linac"
TU301,"T. Sieber, F. Ames, J. Cederkall, S. Emhofer, D. Habs, O. Kester, K. Reisinger, K. Rudolph (Univ. of Munich), R. von Hahn (MPI-K), B. Wolf (Univ. of Mainz) and the REX-ISOLDE Collaboration","Acceleration of Radioactive Ions at REX-ISOLDE",,"isotope-production, accumulation, beam-cooling, acceleration, beam-transport"
TU302,"R. E. Laxdal (TRIUMF)","ISAC-I and ISAC-II at TRIUMF: Achieved Performance and New Construction",,"exotic-beams, heavy-ion, superconducting, facility"
TU401,"M. S. Avilov, V. E. Akimov, A. V. Antoshin, P. A. Bak, Yu. M. Boimelshtein, D. Yu. Bolkhovityanov, A. R. Frolov, A. G. Chupyra, R. Kh. Galimov, R. M. Gromov, K. V. Gubin, S. M. Gurov, E. A. Gusev, N. S. Dikansky, I. V. Kazarezov, V. D. Khambikov, S. N. Klyuschev, Ye. S. Konstantinov, N. Kh. Kot, V. I. Kokoulin, A. A. Korepanov, R. M. Lapik, N. N. Lebedev, P. V. Logatchev, A. I. Lobas, P. V. Martyshkin, L. A. Mironenko, V. M. Pavlov, I. L. Pivovarov, V. V. Podlevskih, S. L. Samoilov, Yu. I. Semenov, B. A. Skarbo, A. A. Starostenko, S. V. Shiyankov, A. S. Siganov, O. Yu. Tokarev (BINP)","Status of VEPP-5 Preinjector",,"accelerator,preinjector,rf-buncher"
TU402,"K. K. Pant, Arvind Kumar, B. Biswas, S. Krishnagopal, Vijendra Prasad, S. Chouksey (CAT)","Fabrication and RF Studies on A Prototype PWT Linac Structure",,"linac, radio-frequency"
TU403,"J.-Y. Raguin, D. Schulte, I. Syratchev, I. Wilson, and W. Wuensch (CERN)","A New Damped and Tapered Accelerating Structure for CLIC",,"linac, rf-structure, radio-frequency, wakefield, higher-order-mode"
TU404,"E. Thrane (UMC) C. Bohn (NIU/FNAL), N. Barov, D. Mihalcea (NIU), Y. Sun (Univ. of Chicago), K. Bishofberger, D. Edwards, H. Edwards, S. Nagaitsev, J. Santucci, J. Corlett, S. Lidia (LBNL), S. Wang (U. Indiana), R. Brinkmann, J.-P. Carneiro, K. Desler, K. Floettmann , I. Bohnet (DESY), M. Ferrario (INFN)","Photoinjector Production of A Flat Electron Beam",,"acceleration, electron, emittance, brightness, transverse-dynamics"
TU405,"A. P. Soumbaev, W. I. Furman, V. V. Kobets, I. N. Meshkov, V. A. Shvets (JINR), P. V. Logatchev, P. A. Bak, S. M. Gurov, A. A. Korepanov, N. Kh. Kot, V. M. Pavlov, B. A. Skarbo, A. A. Starostenko, A. R. Frolov (BINP)","LUE200 Linac. Full-Scale Testing of Accelerating Sections",,"linac, electron, gun, klystron, target"
TU406,"M. V. Zumbro, M. J. Burns, C. A. Ekdahl, H. C. Kirbie, B. T. McCuistian, R. L. Whitman (LANL), R. P. Wells (LBNL), G. J. Caporaso (LLNL)","DARHT Second Axis - Status and Plans",,"acceleration, beam-transport, electron, induction, injection"
TU407,"S. Suzuki, T. Asaka, H. Dewa, T. Kobayashi, A. Mizuno, T. Taniuchi, H. Tomizawa, K. Yanagida, and H. Hanaki (SPring-8/JASRI)","Stability Improvement of The SPring-8 Linac",,"beam-loading, beam-transport, injection, linac, beam-stability"
TU408,"Sanghyun Park (SLAC)","Thermionic RF Gun and Linac Pre-Injector for Spear 3",,"cathode, gun, linac, injection"
TU409,"S. Watzlawik, W. Beinhauer, M. Gopych, H.-D. Graef, M. Hertling, A. Karnaukhov, S. Kostial, U. Laier, S. Patalakha, M. Platz, A. Richter, B. Schweizer, A. Stascheck, O. Titze, M. Krassilnikov, T. Weiland (TU-Darmstadt)","Latest Developments at The S-DALINAC",,"controls, diagnostics, linac, simulation, superconducting-rf"
TU411,"J. Bosser, H. H. Braun, E. Bravin, E. D'amico, S. Doebert, S. Hutchins, T. Lefevre, R. Maccaferri, G. Penn (CERN), G. A. Blair, and T. Kamps (RHUL)","Laser Wire Scanner Development on CTF II",,"beam-diagnostics, scanner, laser"
TU412,"A. Ratti, J. Ayers, L. Doolittle, R. DiGennaro, R. A. Gough, M. Hoff, R. Keller , R. MacGill, J. Staples, R. Thomae, S. Virostek, R. Yourd (LBNL), A. Aleksandrov (ORNL)","The SNS RFQ Commissioning",,"radio-frequency-quadrupole, h-minus, injector, cavity, linac"
TU413,"P. N. Ostroumov, S. H. Kim, E.S. Lessner, K. W. Shepard (ANL), R. E. Laxdal (TRIUMF), R. Wheatley (AMI)","A New Generation of Superconducting Solenoids for Heavy-Ion Linac Application",,"ion-linac, superconducting-magnet, dipole, transverse-dynamics"
TU414,"J. X. Fang, C. E. Chen, Z. Y. Guo, J. X. Yu, Y. R. Lu, X. Q. Yan, C. Zhang, W. G. Li, J. F. Guo, M. L. Yu, Z. Y. Wang (Peking Univ.), Y. Wu (IPP/CAS)","Study and Development of RFQ at Peking University",,"radio-frequency-quadrupole, ISR, implantation, simultaneous-acceleration"
TU415,"D. Raparia, Y. Y. Lee, W. T. Weng, and J. Wei (BNL)","Procedure for Setting Up The Transfer Lines for The SNS",,"beam-transport, optical-matching"
TU417,"C. Ankenbrandt, J. MacLachlan, M. Popovic (FNAL), R. P. Johnson (IIT)","A Linac Afterburner to Supercharge The Fermilab Booster",,"linac, h-minus, collider, space-charge"
TU419,"L. Groening, W. Barth (GSI)","Measurements and Simulations on The Beam Brilliance in The Universal Linear Accelerator UNILAC at GSI",,"heavy-ion, brilliance, emittance, space-charge"
TU420,"W. Barth, L. Dahl, J. Glatz, L. Groening, S. Richter (GSI)","Experiences During Operation with High Current U4+ Beams in The New GSI High Current Injector",,"heavy-ion, space-charge, operational-performance, diagnostics"
TU421,"L. Dahl, W. Barth (GSI), S. Yaramishev (ITEP)","",,"radio-frequency-quadrupole, space-charge, beam-transport, brilliance"
TU422,"E. Tanke, S. Assadi, G. Dodson, J. Galambos, M. Giannella, N. Holtkamp, D. Jeon, M. White (SNS/ORNL), L. Kravchuk (ORISE), M. Plum, R. Shafer, J. Stovall (LANL)","Commissioning Plans for The SNS DTL and CCL",,"h-minus, linac, commissioning"
TU423,"A. Ueno, K. Ikegami, M. Okada, S. Arai, E. Kadokura, S. Noguchi, Z. Igarashi, C. Kubota, N. Kamikubota, M. Ikegami, K. Yoshino, Y. Fukui, M. Kawamura, S. Yamaguchi, S. Fukuda, S. Anami (KEK), Y. Kondo, H. Oguri (JAERI)","Beam Test of A Front-End System for The JAERI-KEK Joint (JKJ) Project",,"ion-source, beam-transport, radio-frequency-quadrupole"
TU424,"F. Naito, M. Ikegami, T. Kato, C. Kubota, E. Takasaki, H. Tanaka, K. Yoshino (KEK), T. Ito (JAERI), S. Fujie, H. Ino, Z. Kabeya, S. Kakizaki, T. Kawasumi (MHI)","Mechanical and RF Properties of The DTL for The JAERI/KEK Joint Project",,"h-minus, linac, alignment"
TU425,"Y. S. Cho, J. M. Han, H. J. Kwon, B. H. Choi (KAERI)","Development of 100 MeV Proton Accelerator for KOMAC 2nd Phase",,"proton, linac, rf-structure, beam-losses, klystron"
TU426,"D. Gorelov, T. Grimm, W. Hartung, F. Marti, X. Wu, and R. C. York (NSCL/MSU), H. Podlech (Univ. of Frankfurt), A. Facco (INFN-Legnaro)","3D Field Effects on The Multiple Charge Beam Dynamics in The Superconducting Driver Linac for RIA",,"superconducting-rf, light-ion, heavy-ion, 3d-electromagnetic-fields, longitudinal-dynamics, transverse-dynamics"
TU427,"Dong-o Jeon, (ORNL), J. Stovall, R. Shafer (LANL), K. Crandall (TechSource)","Longitudinal Tune-Up of SNS Normal Conducting Linac",,"phase-scan, delta-T-scan, phase-scan signature-matching, rf-set-point"
TU428,"L. Doolittle, C. C. Lo, M. Monroy, A. Ratti (LBNL)","The SNS Front End LLRF System",,"radio-frequency, bunching/chopping, h-minus, linac, beam-transport, cavity-control, beam-control"
TU429,"D. P. Moehs, L. J. Allen,  E. S. McCrory, C. W. Schmidt, R. C. Webber, R. E. Tomlin, and M. Popovic (FNAL)","Fermilab Booster Charge As A Function of Linac Intensity",,"linac, booster, ion-source"
TU430,"U. Lehnert, P. Evtushenko, P. Michel, J. Teichert, and the ELBE crew (ELBE)","First Operation of The ELBE Linear Accelerator",,"emittance, linac, operational-performance, superconducting-rf"
TU431,"K. Furukawa (KEK)","The Present Performance and Future Upgrade of The KEKB Electron Linac",,"electron, positron, factory, high-gradient, high-current"
TU432,"G. N. Kim, R. Machrafi, H. Ahmed, D. Son (CHEP, KNU), Y. S. Lee, V. Skoy, H. S. Kang (PAL), M. H. Cho, I. S. Ko, and W. Namkung (POSTECH)","Status of Pohang Neutron Facility Based on 100-MeV Electron Linac",,"Pohang-Neutron-Facility, electron-linac, nuclear-data-production, total-cross-section, neutron-gamma-seperation"
TU433,"Paul W. Lisowski and Kevin W. Jones (LANL)","Status of The Los Alamos Neutron Science Center and Plans for The Future",,"proton, linac, operational-performance"
TU435,"C. L. Bohn (NIU), I. V. Sideris, H. E. Kandrup (UFL), R. A. Kishek (UMD)","Mixing of Regular and Chaotic Orbits in Beams",,"nonlinear-dynamics, space-charge, emittance"
TU436,"M. Pabst, K. Bongardt (FZJ)","Beam Dynamics in Superconducting High Intensity Proton Linacs",,"beam-losses, superconducting-rf, space-charge, proton, simulation"
TU437,"C. K. Allen, K. C. D. Chan, P. L. Colestock, R. W. Garnett, J. D. Gilpatrick, W. P. Lysenko, J. D. Schneider, R. L. Sheffield, H. V. Smith, T. P. Wangler (LANL), J. Qiang (LBNL), K. R. Crandall (TechSource), M. E. Schulze (GA)","Experimental Study of Proton Beam Halo in Mismatched Beams",,"space-charge, transverse-dynamics, proton, linac, diagnostics"
TU438,"J. R. Delayen (TJNAF)","Cumulative Beam Breakup with Random Displacement of Cavities and Focusing Elements",,"multi-bunch-effects, higher-order-mode, impedance, wakefield"
TU439,"J. A. MacLachlan (FNAL)","Envelope Matching for An 8 GeV Multi-Species Superconducting Linac",,"focusing, optical-matching, superconducting-rf"
TU440,"R. M. Jones, V. A. Dolgashev, K. L. F.Bane, E. Lin (SLAC)","Wakefield Band Partitioning in Linac Structures",,"higher-order-mode, wakefield, simulation,linear-collider"
TU441,"R. E. Laxdal, M. Pasini, L. Root (TRIUMF)","Beam Dynamics Design Study and Beam Commissioning of The ISAC Two Frequency Chopper",,"beam-dynamics, chopper, beam-commissioning, heavy-ion"
TU442,"V. V. Paramonov (INR)","The Common Dispersion Equation for High-Energy Compensated Accelerating Structures",,"accelerator-theory, electromagnetic-fields, linac, rf-structure"
TU443,"V. V. Paramonov (INR)","The Multi-Mode Analysis of The Slot Coupled Accelerating Structures",,"accelerator-theory, electromagnetic-fields, linac, rf-structure"
TU444,"W. Bruns (TUB)","GdfidL on Massive Parallel Systems",,"electromagnetic-fields, simulation, rf-structure, wakefield"
TU445,"K. K. Pant, Arvind Kumar, S. Krishnagopal, S. Chouksey (CAT)","RF Results and Beam Dynamics Simulations of A Prototype S-Band Photocathode Gun",,"gun, free-electron-laser"
TU446,"J. Peters (DESY)","The New HERA H- RF Volume Source",,"h-minus, plasma, emittance"
TU447,"F. Naito, Y. Fukui, Z. Igarashi, T. Kato, M. Kawamura, C. Kubota, E. Takasaki, S. Yamaguchi, K. Yoshino (KEK), T. Ito (JAERI)","High-Power Test of The SDTL for The JAERI/KEK Joint Project",,"h-minus, linac"
TU448,"G. Ciavola, S. Gammino, L. Celona, L. Ando ( INFN-LNS) D. Hitz, A. Girard, G. Melin (CEA-DRFMC-SBT)","Third Generation ECR Ion Sources",,"ion-source"
TU449,"F. Furuta, C. Suzuki, T. Nakanishi, S. Okumi, T. Gotou, K. Wada, M. Yamamoto, T. Nishitani, M. Miyamoto, M. Kuwahara, T. Hirose, R. Mizuno, N. Yamamoto (Nagoya Univ.), H. Kobayakawa, H. Matsumoto, M. Yoshioka (KEK)","Measurement of Field Emission Dark Current from The Titanium, Copper, and Stainless Steel Electrodes Under The High DC-Field Gradient Condition",,"gun, electrostatic-devices"
TU451,"L. Shang, W. Wang, J. Hong, Y. M. Lu, Y. Zhang (NSRL)","The Upgrading of HLS Linac Modulators",,"klystron-modulator, high-voltage-constant-current-charging-power, controls"
TU452,"J. C. Dooling, L. I. Donley, G. E. McMichael , and V. F. Stipp (ANL)","Diagnostic and Numerical Studies of The IPNS Linac with A Recently Installed Buncher Amplifier",,"bunching/chopping, diagnostics, emittance, longitudinal-dynamics, simulation"
TU453,"Young Kyung Lim, Hee J. Lee (Hanyang Univ.), S. O. Cho, B. C. Lee, Y. U. Jeong (KAERI)","Measurement of Electron Bunch Timing Jitter Using Stroboscopic Method",,"beam-diagnostics, timing-jitter, bunch-length, optical-transition-radiation"
TU454,"S. V. Alexeyenko, V. V. Kushin, S. V. Plotnikov, D. N. Seleznev (ITEP), V. P. Zubovsky (MEPHI)","Multiple Channel Measurements of Ion Beam Parameters",,"emittance, linac, collimation, position"
TU455,"K. Yanagida, T. Asaka, H. Dewa, T. Fukui, H. Hanaki, T. Kobayashi, T. Masuda, A. Mizuno, S. Suzuki, R. Tanaka, T. Taniuchi, H. Tomizawa, and A. Yamashita (SPring-8)","Installation of The SPring-8 Linac BPM System",,"position, monitoring"
TU456,"T. Fujimoto, S. Ishikawa, K. Narita, T. Aoki (AEC), T. Fujisawa, Y. Sato (NIRS)","A Compact 70 kW Power Amplifier at 100 MHz",,"compact-power-amplifier"
TU458,"S. Yamaguchi, S. Anami, S. Fukuda, T. Kato, M. Kawamura, C. Kubota, S. Michizono, H. Nakanishi, M. Ono (KEK), E. Chishiro, K. Suganuma, T. Kobayashi  (JAERI)","Overview of The RF System for The JAERI/KEK High-Intensity Proton Linac",,"linac, proton, radio-frequency"
TU459,"E. Chishiro, T. Kobayashi, M. Yamazaki, H. Suzuki, T. Hori (JAERI), M. Sakamoto, H. Urakata, S. Miyake (TOSHIBA), S. Fukuda, S. Amani (KEK)","Development of 972 MHz Klystron for High-Intensity Proton Accelerator Facility",,"klystron, linac, instrumentation"
TU461,"Y. Iwashita (Kyoto Univ.)","RF Power Compression with Chirped Pulse",,"klystron, linear-collider, pulsed-power, radio-frequency"
TU464,"H. S. Kim, K. H. Chung (SNU), H. J. Kwon (KAERI), K. O. Lee (KAPRA), S. J. Noh (Dankook Univ.)","Status Report on High Power RF Source for KOMAC",,"klystron, radio-frequency, cathode"
TU465,"Atsunori Yano, Yoshihisa Ohkubo (TOSHIBA)","Design Consideration to PPM Klystrons for Industrial Linac",,"klystron, linac"
TU466,"J. W. Rathke, T. J. Schultheiss (AES), P. N. Ostroumov, A. A. Kolomiets (ANL), D. L. Schrage (LANL)","Preliminary Engineering Design of A 57.5 MHz CW RFQ for The RIA Driver LINAC",,"radio-frequency-quadrupole, rare-isotope-accelerator,  RIA, brazing"
TU467,"T. J. Schultheiss, J. W. Rathke (AES), P. N. Ostroumov, A. A. Kolomiets (ANL)","RF, Thermal and Structural Analysis of The 57.5 MHz CW RFQ for The RIA Driver LINAC",,"radio-frequency-quadrupole, rare-isotope-accelerator, RIA, thermal-analysis"
TU468,"P. N. Ostroumov and K. W. Shepard (ANL)","Minimizing Transverse-Field Effects in Superconducting Quarter-Wave Cavities",,"electromagnetic-fields, transverse-dynamics, superconducting-rf, ion linac"
TU470,"K. W. Shepard, M. P. Kelly, and J. D. Fuerst (ANL)","Superconducting Drift-Tube Cavity Development for The RIA Driver",,"rf-structure, superconducting-rf, ion, heavy-ion"
TU471,"R. Eichhorn (GSI), U. Ratzinger, H. Liebermann (IAP)","Superconducting CH-Cavities for Low- and Medium Beta Ion and Proton Accelerators",,"linac, superconducting-rf, heavy-ion, proton"
