a-1,"G.W. Wheeler, BNL, Upton, New York, USA","Status of the BNL 200-MeV Injector Linac",99 98,
a-2,"D.E. Young, NAL, Batavia, Illinois, USA","Construction Progress and Initial Performance of the NAL 200-MeV Linear Accelerator",15 27,
a-3,"J.M. Lefèbvre, M. Promé, CEN/Saclay, Gif-sur-Yvette, France","Operation Report of the SATURNE Linac Injector Space Charge Computation Results",29 33,
a-4,"H. Baba, S. Inagaki, M. Kobayashi, T. Nishikawa, S. Okumura, J. Tanaka, Tokyo University, Tanashi, Tokyo, Japan; S. Fukumoto, Osaka University, Osaka, Japan","Injector Linac Study for Japanese Proton Synchrotron Project",35 52,
a-5,"M. Awschalom, P.J. Gollon, NAL, Batavia, Illinois, USA","Radiation Shielding and Safety Considerations for the NAL 200 MeV Linac",53 65,
a-6,"M. Pachan, Institute for Nuclear Research, Swierk, Warsaw, Poland","Running-Up of 10 MeV Proton Linear Accelerator at Swierk",67 76,
a-7,"T. Niewodniczanski, Institute for Nuclear Research, Swierk, Warsaw, Poland","10 MeV Proton Linear Accelerator at Swierk",77 82,
a-8,"D.C. Hagerman, LASL, Los Alamos, New Mexico, USA","An Interim Report on the Construction of the Los Alamos Meson Physics Facility",83 97,
a-9,"G.W. Wheeler, K. Batchelor, BNL, Upton, New York, USA; R.L. Gluckstern, Massachusetts University, Amherst, Massachusetts, USA; J.M. Lefèbvre, CEN/Saclay, Gif-sur-Yvette, France; P.V. Livdahl, NAL, Batavia, Illinois, USA; D.A. Swenson, LASL, Los Alamos, New Mexico, USA; C.S. Taylor, CERN, Geneva, Switzerland","Roundtable on Performance of New Linacs",99 105,
b-1,"R.W. Goodwin, E.R. Gray, G.M. Lee, M.F. Shea, NAL, Batavia, Illinois, USA","Beam Diagnostics for the NAL 200-MeV Linac",107 124,
b-2,"R.L. Witkover, N. Fewell, BNL, Upton, New York, USA","Automatic Electronic Emittance Device for the BNL 200 MeV Linac",125 142,
b-3,"P.W. Allison, C.R. Emigh, R.R. Stevens Jr., LASL, Los Alamos, New Mexico, USA","Initial Operation of the Beam-Transport System In the LAMPF Injector Complex",143 161,
b-4,"R.L. Martin, R.C. Trendler, ANL, Argonne, Illinois, USA","50-MeV Beam Monitoring at the Zero Gradient Synchrotron (ZGS)",163 173,
c-1,"D.A. Swenson, LASL, Los Alamos, New Mexico, USA","Operation of the First Tank of LAMPF",175 184,
c-2,"K. Batchelor, J. Bittner, R. Chasman, N. Fewell, T.J.M. Sluyters, R.L. Witkover, BNL, Upton, New York, USA","Beam Performance of the 10-MeV Section of the 200-MeV Linear Accelerator at Brookhaven National Laboratory",185 215,
c-3,"C.D. Curtis, J.M. Dickson, R.W. Goodwin, E.R. Gray, P.V. Livdahl, C.W. Owen, M.F. Shea, D.E. Young, NAL, Batavia, Illinois, USA","Operation of NAL Linac at Energies to 139 MeV",217 238,
d-1,"A. Citron, FZK, Karlsruhe, Germany","Status Report on the Karlsruhe Superconducting Proton Accelerator",239 247,
d-10,"S. Kulinski, Institute for Nuclear Research, Swierk, Warsaw, Poland","Note on Numerical Calculations of Linear Accelerator Cavities",353 358,
d-11,"D. Schulze, FZK, Karlsruhe, Germany","Mechanical Instabilities of a Superconducting Helical Structure due to Radiation Pressure",359 370,
d-2,"J.E. Vetter, R. Hietschold, K. Mittag, B. Piosczyk, FZK, Karlsruhe, Germany","Measurements on a Superconducting Helix",249 256,
