FRXGB001,"O. Boine-Frankenheim, GSI, Darmstadt","Accelerator Challenges of Proposed Radioactive Beam Facilities",
MOPRI003,"Y. Funakoshi, K. Akai, K. Ebihara, K. Egawa, A. Enomoto, J. Flanagan, H. Fukuma, K. Furukawa, S. Hiramatsu, T. Ieiri, N. Iida, H. Ikeda, T. Kageyama, S. Kamada, T. Kamitani, G. Katano, S. Kato, M. Kikuchi, E. Kikutani, H. Koiso, M. Masuzawa, T. Matsumoto, T. Mimashi, T. Nakamura, H. Nakayama, Y. Ogawa, K. Ohmi, Y. Ohnishi, S. Ohsawa, N. Ohuchi, K. Oide, S. Stanic, M. Suetake, Y. Suetsugu, T. Suwada, M. Tawada, M. Tejima, M. Tobiyama, S.S. Win, N. Yamamoto, Y. Yano, M. Yoshida, S.I. Yoshimoto, KEK, Ibaraki-ken; E.A. Perevedentsev, BINP, Novosibirsk; F. Zimmermann, CERN, Geneva; Y. Wu, IHEP, Beijing","Beam-Beam Effect Observed in the KEKB",
MOPRI005,"D. Rice, Cornell University, Ithaca, NY","CESR-c* - a Frontier Machine for QCD and Weak Decay Physics in the Charm Region",
MOPRI006,"A.-S. Müller, J. Wenninger, CERN, Geneva","Observation of Non-linear Effects in the Synchrotron Tune at LEP",
MOPRI007,"M. Zobov, D. Alesini, G. Benedetti, S. Bertolucci, M.E. Biagini, C. Biscari, R. Boni, M. Boscolo, A. Clozza, G. Delle Monache, G. Di Pirro, A. Drago, A. Gallo, A. Ghigo, S. Guiducci, M. Incurvati, C. Ligi, F. Marcellini, G. Mazzitelli, C. Milardi, L. Pellegrino, M.A. Preger, P. Raimondi, R. Ricci, C. Sanelli, F. Sannibale, M. Serio, F. Sgamma, A. Stecchi, A. Stella, C. Vaccarezza, M. Vescovi, INFN-LNF, Frascati (Roma)","Luminosity Performance of DAFNE",
MOPRI008,"F.-J. Decker, A. Brachmann, R. Erickson, Y. Nosochkov, P. Schuh, H. Smith, N. Spencer, M. Stanek, J.L. Turner, M. Woodley, M.B. Woods, SLAC, Stanford","Interlaced Beams of Unequal Energy and Pulse Length in the SLAC Linac for PEP-II and Experiment E-158",
MOPRI009,"F.-J. Decker, Y. Cai, M. Sullivan, J.L. Turner, U. Wienands, SLAC, Stanford; W. Kozanecki, CEA, Gif-sur-Yvette","bit Distortions and Bumps in the PEP-II LER Ring",
MOPRI010,"F.-J. Decker, R. Holtzapple, A. Kulikov, M. Sullivan, SLAC, Stanford","Increasing the Number of Bunches in PEP-II*",
MOPRI011,"R. Holtzapple, F.-J. Decker, A.S. Fisher, M. Sullivan, SLAC, Stanford","Observation of Beam Size Flip-Flop in PEP-II",
MOPRI013,"J. Seeman, M. Biagini, Y. Cai, F.-J. Decker, M.H. Donald, S. Ecklund, A.S. Fisher, J.D. Fox, S. Heifets, R. Holtzapple, R. Iverson, A. Kulikov, A. Novokhatski, M. Sullivan, D. Teytelman, J.L. Turner, U. Wienands, Y. Yan, G. Yocky, SLAC, Stanford; I. Reichel, C. Steier, M. Zisman, LBNL, Berkeley","PEP-II Status and Future Plans",
MOPRI015,"A.V. Bogomyagkov, S.E. Karnaev, V.A. Kiselev, B.V. Levichev, E.B. Levichev, A.I. Naumenkov, S.A. Nikitin, I.B. Nikolaev, I.Ya. Protopopov, D.N. Shatilov, E.A. Simonov, G.M. Tumaikin, BINP, Novosibirsk","Study of the Energy Stability in the VEPP-4M Storage Ring",
MOPRI016,"S.A. Nikitin, V.E. Blinov, A.V. Bogomyagkov, S.E. Karnaev, V.A. Kiselev, B.V. Levichev, E.B. Levichev, O.I. Meshkov, S.I. Mishnev, N.Yu. Muchnoi, A.I. Naumenkov, I.B. Nikolaev, V.V. Petrov, A.A. Polunin, I.Ya. Protopopov, D.N. Shatilov, E.A. Simonov, A.N. Skrinsky, C.Yu. Todyshev, G.M. Tumaikin, BINP, Novosibirsk","New Experiments with Polarized Beams at VEPP-4M",
MOPRI019,"X. Luo, L. Chen, Y. Zhang, IHEP, Beijing","Beam-beam Simulation on BEPCII",
MOPRI020,"G. Xu, L. Chen, N. Huang, Q. Qin, X. Wen, IHEP, Beijing","Lattice Design for the BEPCII Storage Ring",
MOPRI021,"C. Zhang, IHEP, Beijing","BEPCII: the Second Phase Project of the Beijing Electron-Positron Collider",
MOPRI022,"X. Yu, IHEP, Beijing","Operation and Performance of the Beijing Electron- Positron Collider",
MOPRI024,"F. Scarlat, NILPRP, Bucharest; F. Scarlat, Valahia University, Targoviste","On Resonant Condition in a Grating Accelerator",
MOPRI025,"N. Sobenin, B. Bogdanovich, M. Egorov, V. Kaminsky, V. Volkov, D. Zavadtsev, MEPhI, Moscow; M. Ebert, DESY, Hamburg","Design of an E-H Tuner and an Adjustable Directional Coupler for High-power Waveguide Systems",
MOPRI026,"T. Suwada, S. Anami, A. Enomoto, K. Furukawa, K. Kakihara, T. Kamitani, Y. Ogawa, S. Ohsawa, H. Okuno, T. Oogoe, KEK, Ibaraki-ken; T. Fujita, K. Umemori, K. Yoshida, Hiroshima University, Higashi-Hiroshima; R. Chehab, LAL, Orsay; V. Ababiy, A.P. Potylitsyn, I.E. Vnukov, TPU, Tomsk; R. Hamatsu, K. Sasahara, Tokyo Metropolitan University, Tokyo","Positron-Production Experiment in Tungsten Crystal using 4 and 8-GeV Channeling Electrons at the KEKB Injector Linac",
MOPRI028,"H. Matsumoto, N. Sato, S. Takeda, KEK, Ibaraki-ken; M. Ohtsuka, N. Yoshimura, OHTSUKA Co., Tsukuba; H. Kitamura, T. Shintake, RIKEN, Hyogo; A. Suzuki, H. Yoshioka, TAKENAKA Co., Tokyo","DEVELOPMENT OF STABLE SUPPORT STANDS FOR ACCELERATORS",
MOPRI029,"P. Raimondi, SLAC, Stanford; A. Wolski, LBNL, Berkeley","New Concepts for Damping Rings",
MOPRI030,"A. Wolski, LBNL, Berkeley","A New Lattice Design for the NLC Positron Pre-damping Ring",
MOPRI031,"A. Wolski, S. de Santis, LBNL, Berkeley","Overview of Collective Effects in the NLC Main Damping Rings",
MOPRI032,"F. Zimmermann, M. Korostelev, CERN, Geneva","Optimization of CLIC Damping-Ring Design Parameters",
MOPRI033,"W.F.O. Mueller, W. Koch, T. Weiland, TU-Darmstadt, Darmstadt","Numerical Calculation of Trapped Modes in TESLA Cavities Considering Production Tolerances*",
MOPRI036,"P. Castro, DESY, Hamburg","Performance of the TESLA Test Facility Linac",
MOPRI037,"M. Seidel, P. Castro, C. Lackas, M. Wendt, DESY, Hamburg","Orbit Analysis at the TTF Linac using Model Independent Methods",
MOPRI038,"F. Zimmermann, CERN, Geneva; A. Faus-Golfe, IFIC, Valencia","A Nonlinear Collimation System for CLIC",
MOPRI039,"F. Zimmermann, M. Aleksa, R.W. Assmann, H. Burkhardt, S. Redaelli, T. Risselada, S. Russenschuck, D. Schulte, CERN, Geneva; A. Faus-Golfe, IFIC, Valencia; G.A. Blair, RHUL, Egham","Design Status of the CLIC Beam Delivery System",
MOPRI040,"R.W. Assmann, W. Coosemans, G. Guignard, N. Leros, S. Redaelli, D. Schulte, I. Wilson, F. Zimmermann, CERN, Geneva","Status of the CLIC Study on Magnet Stabilization and Time-Dependent Luminosity",
MOPRI041,"A.D. Yeremian, R.H. Miller, R.D. Ruth, SLAC, Stanford; F. Zhou, BNL/UCLA, Upton, Long Island, New York; H.H. Braun, G. Geschonke, L. Rinolfi, L. Thorndahl, I. Wilson, CERN, Geneva; L. Groening, GSI, Darmstadt","CTF3 Drive Beam Injector Design",
MOPRI042,"P. Royer, R. Corsini, B. Dupuy, L. Rinolfi, F. Tecker, CERN, Geneva; A. Ferrari, Uppsala University, Uppsala","Status of the CTF3 Commissioning",
MOPRI043,"P. Royer, R. Corsini, CERN, Geneva","Electron Beam Combination by RF Deflectors: Tolerances and Requirements",
MOPRI044,"D. Schulte, CERN, Geneva","Stability of the Drive Beam in the Decelerator of CLIC",
MOPRI045,"D. Schulte, R.W. Assmann, T.E. D'Amico, G. Guignard, N. Leros, S. Redaelli, T. Risselada, F. Zimmermann, CERN, Geneva; G.A. Blair, RHUL, Egham","CLIC Simulations from the Start of the Linac to the Interaction Point",
MOPRI046,"A. Blednykh, TU-Berlin, Berlin","Damping of Higher Order Modes in a Planar 30 GHz Accelerating Structure",
MOPRI047,"Y. Nosochkov, P. Raimondi, T.O. Raubenheimer, A. Seryi, M. Woodley, SLAC, Stanford","Tuning Knobs for the NLC Final Focus",
MOPRI048,"Y. Nosochkov, P. Raimondi, T.O. Raubenheimer, A. Seryi, SLAC, Stanford","NLC Luminosity as a Function of Beam Parameters",
MOPRI049,"S. Redaelli, R.W. Assmann, W. Coosemans, W. Schnell, CERN, Geneva","The Effect of Cooling Water on Magnet Vibrations",
MOPRI050,"S. Redaelli, R.W. Assmann, H. Burkhardt, D. Schulte, F. Zimmermann, CERN, Geneva; N. Walker, DESY, Hamburg; G.A. Blair, RHUL, Egham; Y. Nosochkov, T.O. Raubenheimer, A. Seryi, P. Tenenbaum, SLAC, Stanford","Comparison of Different Tracking Codes for Beam Delivery Systems of Linear Colliders",
MOPRI051,"G.A. Blair, RHUL, Egham; H. Burkhardt, CERN, Geneva; H.-J. Schreiber, DESY, Zeuthen","Background Simulation for the CLIC Beam Delivery System with Geant",
MOPRI052,"P. Tenenbaum, L. Hendrickson, A. Seryi, G.V. Stupakov, SLAC, Stanford","Recent Developments in the LIAR Simulation Code",
MOPRI053,"P. Tenenbaum, J. Frisch, D. McCormick, M.C. Ross, S. Smith, SLAC, Stanford","Beam Tilt Signals as Emittance Diagnostic in the Next Linear Collider Main Linac",
MOPRI054,"P. Tenenbaum, SLAC, Stanford; R. Brinkmann, DESY, Hamburg; V. Tsakanov, YerPhI, Yerevan","Beam-based Alignment of the TESLA Main Linac",
MOPRI056,"R.M. Jones, R.H. Miller, T.O. Raubenheimer, R.D. Ruth, G.V. Stupakov, J.W. Wang, SLAC, ARDA, Stanford; Z. Li, SLAC, ARDA, Menlo Park; N.M. Kroll, UCSD, La Jolla","Manifold Damping of Wakefields in High Phase Advance Linacs for the NLC",
MOPRI057,"R.M. Jones, R.H. Miller, J.W. Wang, P.B. Wilson, SLAC, ARDA, Stanford","Tuning and Field Sensitivity of Pi Mode Standing Linacs for the NLC",
MOPRI058,"C.D. Nantista, Z.D. Farkas, R.D. Ruth, S.G. Tantawi, P.B. Wilson, SLAC, Stanford","Alternative RF Pulse Compression System Configurations for Linear Colliders",
MOPRI059,"N. Leros, D. Schulte, CERN, Geneva","Static Beam-Based Alignment of the RF Structures in the CLIC Main Linac",
MOPRI060,"N. Leros, D. Schulte, CERN, Geneva","Feedback Response in the CLIC Main Linac to Transverse and Longitudinal Dynamic Imperfections",
MOPRI061,"F. Méot, CEA DSM, Gif-sur-Yvette; B. Autin, A. Verdier, CERN, Geneva","A New Pion Collection System for the CERN Neutrino Factory",
MOPRI064,"E. Gazazyan, S.S. Elbakyan, K.A. Ispiryan, A. Ter-Poghosyan, YerPhI, Yerevan","Transition Radiation Formation Zone in Waveguide",
MOPRI068,"A. Ogata, N. Saito, Hiroshima University, Higashi-Hiroshima","Plasmon Linac",
MOPRI071,"F. Zhou, BNL/UCLA, Upton, Long Island, New York; H.K. Ho, Fudan University, Shanghai; D. Cline, B. Liu, UCLA, Los Angeles","A Proposal to Experimentally Demonstrate the Novel Vacuum Laser Acceleration",
MOPRI072,"S. Vinogradov, A. Dzergatch, V. Kuzmin, MRI, Moscow","About Possibilities of Wide R.F. Wells, Based on Slowly Varying Coherent Light Fields",
MOPRI073,"T. Hosokai, K. Kinoshita, T. Ueda, M. Uesaka, T. Watanabe, K. Yoshii, A. Zhidokov, NERL, Ibaraki; M. Kando, H. Kotaki, JAERI Kansai, Kyoto; K. Nakajima, KEK, Ibaraki-ken","Supersonic Gas Jet Target for Generation of Relativistic Electrons with 12TW-50fs Laser Pulse",
MOPRI074,"R. Tikhoplav, A. Melissinos, University of Rochester, Rochester; N. Barov, J. Santucci, FNAL, Batavia","Laser Acceleration of Electrons ",
MOPRI075,"K. Takayama, J. Kishiro, E. Nakamura, T. Toyama, KEK, Ibaraki-ken; S. Arakawa, Hitachi Metals, LTD., Shibaura; K. Koseki, KEK, Ibaraki-ken; T. Hatano, K. Iida, Y. Imanishi, T. Sakuma, N. Shimizu, NGK, Nagoya; S. Naitoh, A. Tokuchi, Nichicon Corporation, Kusatsu; K. Horioka, M. Nakajima, M. Watanabe, TIT, Nagatsuda","Induction Accelerating Devices for Induction Synchrotrons and the Superbunch VLHC",
MOPRI076,"K. Takayama, J. Kishiro, K. Koseki, E. Nakamura, M. Sakuda, Y. Shimosaki, K. Torikai, T. Toyama, M. Wake, KEK, Ibaraki-ken","Superbunch Acceleration and its Applications ",
MOPRI077,"I.S. Ko, C. Kim, PAL, Pohang; G.H. Kim, J.U. Kim, H.J. Lee, H. Suk, KERI, Changwon","Laser Wake Field Acceleration Research at KERI",
MOPRI079,"S.B. van der Geer, G.J.H. Brussaard, O.J. Luiten, M.J. de Loos, M.J. van der Wiel, TU-Eindhoven, Eindhoven","A 1 GV/m Laser-Triggered Compact Accelerator",
MOPRI080,"F. Méot, CEA DSM, Gif-sur-Yvette; M. Bajard, IPN, Lyon; B. Launé, A. Tkatchenko, IPN, Orsay","ETOILE Hadrontherapy Project, Review of Design Studies",
MOPRI081,"J.-M. De Conto, ISN, Grenoble","ETOILE: The Hadrontherapy Project for Lyon (France)",
MOPRI082,"J. Beebe-Wang, N.L. D'Imperio, A.U. Luccio, S. Peggs, S.Y. Zhang, BNL, Upton, Long Island, New York","Beam Dynamics Simulation in the Rapid Cycling Medical Synchrotron",
MOPRI083,"S. Peggs, D. Barton, J. Beebe-Wang, J.M. Brennan, J. Cardona, W. Fischer, C.J. Gardner, D. Gassner, H.-C. Hseuh, J. Kewisch, D. Lowenstein, I. Marneris, G.T. McIntyre, J. Morris, B. Oerter, D. Phillips, N. Tsoupas, J. Tuozzolo, A. Zaltsman, A. Zhang, J. van Zeijts, BNL, Upton, Long Island, New York; H.-U. Klein, D. Krischel, M. Schillo, ACCEL, Bergisch Gladbach; A.M.M. Todd, AES, Princeton, NJ; B. Ludewigt, LBNL, Berkeley; N. Lockyer, R. van Berg, University of Pennsylvania, USA","The Rapid Cycling Medical Synchrotron, RCMS",
MOPRI084,"J. Beebe-Wang, F.A. Dilmanian, S. Peggs, D.J. Schlyer, P. Vaska, BNL, Upton, Long Island, New York","Feasibility of Positron Emission Tomography of Dose Distribution in Proton Beam Cancer Therapy",
MOPRI085,"P. Celliers, P. Andersen, J.L. Conradie, J.L.G. Delsink, D.T. Fourie, M.N. Fredericks, P. Fördelmann, M.E. Hogan, M.F. Jakoet, D.T.L. Jones, I.H. Kohler, Y.E. Manjoo, E.M. Murphy, A. O'Ryan, J.V. Pilcher, D. Prince, P.F. Rohwer, S. Schroeder, J.F. Sharpey-Schafer, J.E. Symons, C. Vermeulen, E.A. de Kock, J.G. de Villiers, H. du Plessis, J.S. du Toit, M.J. van Niekerk, T.N. van der Walt, IThemba LABS, Somerset West, South Africa; P.K. Joseph, Queen Elizabeth Hospital, Halifax, Canada; F. Vernimmen, Tygerberg Hospital, Tygerberg, Cape Town, South Africa","Proposed New Facilities for Proton Therapy at iThemba LABS",
MOPRI086,"D. Friesel, V. Anferov, B. Broderick, J. Collins, V. Derenchuk, G. East, D. Jenner, W. Jones, J. Katuin, S. Klein, N. Schreuder, J. Self, W. Starks, IUCF, Bloomington","Design and Construction Progress on the IUCF Midwest Proton Radiation Institute",
MOPRI087,"K. Endo, Z. Fang, KEK, Ibaraki-ken; I.I. Averboukh, G. Silvestrov, BINP, Novosibirsk; S. Fukumoto, Y. Ishi, M. Mizobata, A. Teramoto, Mitsubishi Electric Corporation, Kobe-Shi","Compact Proton and Carbon Ion Synchrotrons for Radiation Therapy",
MOPRI089,"T. Furukawa, M. Kanazawa, M. Muramatsu, K. Noda, S. Shibuya, E. Takada, S. Yamada, NIRS, Chiba City","Progress of RF-knockout Extraction for Ion Therapy",
MOPRI090,"M. Kanazawa, T. Kanai, A. Kitagawa, S. Minohara, T. Murakami, T. Nishio, K. Noda, M. Suda, T. Tomitani, M. Torikoshi, E. Urakabe, NIRS, Chiba City; H. Mizuno, Saitama Cancer Center, Saitama; Y. Iseki, K. Sato, Toshiba Co., Yokohama","Present Status of the RI Beam Project in HIMAC",
MOPRI091,"S. Shibuya, M. Muramatsu, K. Noda, S. Yamada, NIRS, Chiba City; D. Tann, Chiba University, Chiba; T. Furukawa, H. Uchiyama, Chiba University, Chiba City","A Beam Intensity Control Method for Ion Therapy.",
MOPRI092,"A. Bechtold, U. Ratzinger, A. Schempp, IAP, Frankfurt-am-Main; B. Schlitt, GSI, Darmstadt","Design and Construction of an RFQ-Drifttube-Combination for a Medicine Synchrotron",
MOPRI093,"H. Eickhoff, GSI, Darmstadt","Tests of a Light-ion Gantry Section as an Example of Preparations for the Therapy Facility in Heidelberg ",
MOPRI094,"T. Norimine, K. Hiramoto, M. Umezawa, Hitachi, Ltd., Ibaraki","A Design of a Rotating Gantry with Easy Steering for Proton Therapy",
MOPRI095,"C. De Martinis, C. Birattari, D. Giove, L. Serafini, University and INFN-Milan, Milan; P. Berra, E. Rosso, B. Szeless, CERN, Geneva; L. Calabretta, A. Rovelli, INFN-LNS, Catania; U. Amaldi, K. Crandall, M. Mauri, D. Toet, M. Weiss, R. Zennaro, TERA, Novara; M.R. Masullo, V. Vaccaro, University and INFN-Napoli, Naples","Beam Tests on a Proton Linac Booster for  Hadrontherapy",
MOPRI096,"A. Noda, H. Fadil, Y. Iwashita, A. Morita, S. Nakamura, T. Shirai, H. Tongu, A. Yamazaki, ICR, Kyoto; H. Daido, Y. Hayashi, Y. Kato, S. Orimo, K. Yamakawa, JAERI, Kyoto-fu; M. Beutelspacher, M. Grieser, MPI, Heidelberg; Z. Li, K. Matsukado, K. Noda, S. Yamada, NIRS, Chiba City; M. Uesaka, University of Tokyo, Ibaraki","Ion Production with a High-power Short-pulse Laser for Application to Cancer Therapy",
MOPRI098,"V.L. Uvarov, N.P. Dikiy, A.N. Dovbnya, KIPT, Kharkov","Electron Accelerator Based Soft Technology for Medical Imaging Isotopes Production",
MOPRI103,"S. Ogorodnikov, V. Petrunin, M.F. Vorogushin, NIIEFA, St.  Petersburg","Radioscopic Discrimination of Materials in 1-10 MeV Range for Customs Applications",
MOPRI104,"Y.A. Svistunov, M.F. Vorogushin, NIIEFA, St.  Petersburg","Design and Construction of CDTC Accelerating System",
MOPRI106,"T. Shidara, I. Abe, M. Akemoto, S. Anami, A. Enomoto, S. Fukuda, K. Furukawa, H. Honma, M. Ikeda, K. Kakihara, N. Kamikubota, T. Kamitani, H. Katagiri, H. Kobayashi, T. Kurihara, T. Matsumoto, S. Michizono, H. Nakajima, K. Nakao, Y. Ogawa, S. Ohsawa, T. Oogoe, A. Shirakawa, T. Suwada, Y. Takeuchi, S. Yamaguchi, Y. Yano, KEK, Ibaraki-ken","A 50-MeV Electron Linac for the KEK Slow-Positron Facility",
MOPRI107,"V.L. Uvarov, N.P. Dikiy, A.N. Dovbnya, N.A. Dovbnya, S.P. Karasyov, R.I. Pomatsalyuk, S.Yu. Sayenko, I.N. Shlyakhov, A.Eh. Tenishev, L.V. Yeran, KIPT, Kharkov","Electron Accelerators in Study of Materials For Radioactive Waste Long-Term Deposition",
MOPRI108,"V. Pirozhenko, BST, Moscow; A. Korolyov, K. Simonov, "Istok" State Concern, Frjazino, Russia","New Type Sealed-off Accelerators of 200-keV Electron Beams",
MOPRI110,"A.M. Kozodaev, N.D. Gavrilin, V.N. Konev, N.V. Lazarev, D.A. Liakin, A.M. Raskopin, B.Yu. Sharkov, O.V. Shvedov, E.B. Volkov, ITEP, Moscow","Development and Construction of Experimental ADS at ITEP",
MOPRI111,"N. Baltateanu, V. Calian, Hyperion University, Bucharest","Optimizing Fast Neutron Sources by Using Linear Electron Accelerators",
MOPRI112,"N. Baltateanu, A. Gheorghiu, Hyperion University, Bucharest","The Use of Linear Electron Accelerators in the Study of Semiconductor and Optoelectronic Device Behaviour Due to Irradiation",
MOPRI113,"R.-N. Bugoi, F. Constantin, B. Constantinescu, IFIN-HH, Bucharest; E. Oberlaender-Tarnoveanu, K. Parvan, MNIR, Bucharest","Archaeometrical Studies on Medieval Silver Coins at the Bucharest Tandem Accelerator",
MOPRI116,"P. Michelato, D. Sertore, INFN LASA, Segrate (MI); L. Cinotti, Ansaldo, Genova; A. Colaiuda, P. Turroni, ENEA, Bologna; G. Bertacci, ENEA, Brasimone (Bo); D. Barni, INFN Milano LASA, Segrate (MI); A. Bonucci, R. Giannantonio, M. Urbano, SAES-Getters, Lainate (Milan)","Theoretical and Experimental Evaluation of the Windowless Interface for the TRASCO-ADS Project",
MOPRI117,"S. Takeda, KEK, Ibaraki-ken; T. Itoh, K. Tada, EPDC, Ginza, Tokyo","Ground Motion Studies near the Dam Site",
MOPRI118,"G. Schmidt, U. Berges, J. Friedl, E. Kasel, K. Wille, D. Zimoch, DELTA, Dortmund","Position Sensors for Monitoring Accelerator Magnet Motion at DELTA (Dortmund Electron Accelerator)",
MOPRI119,"F. Le Pimpec, F. Asiri, G.B. Bowden, E. Doyle, B. McKee, A. Seryi, SLAC, Stanford; S. Redaelli, CERN, Geneva; S. Adiga, Stanford University, Stanford","Vibrational Stability of NLC Linac Accelerating Structure",
MOXGB001,"F. Cozzani, European Commission DG RTD, Bruxelles","Research in Europe",
MOXGB002,"K. Oide, KEK, Ibaraki-ken","Operation Experience and Performance Limitations in e+e- Factories",
MOXGB003,"R. Schmidt, CERN, Geneva","Status of the LHC",
MOYGB001,"M. Church, FNAL, Batavia","Tevatron RunII Performance and Plans",
MOYGB002,"T.M. Taylor, CERN, Geneva","Superconducting Magnets for a Super LHC",
MOYGB003,"W. Wuensch, CERN, Geneva","High Gradient Breakdown in Normal-Conducting RF Cavities",
MOZGB001,"M. Tigner, Cornell University, Ithaca, NY","Review of Linear Collider Designs and Path to the Future",
MOZGB002,"D. Schulte, CERN, Geneva","Luminosity Limitations at the Multi-TeV Linear Collider Energy Frontier",
MOZGB004,"R.W. Assmann, CERN, Geneva","Review of Ultra High-gradient Acceleration Schemes, Results of Experiments",
THAGB001,"L. Merminga, K. Beard, L. Cardman, Y. Chao, S. Chattopadhyay, J. Delayen, Y. Derbenev, J. Grames, A. Hutton, G. Krafft, R. Li, M. Poelker, B. Yunn, Y. Zhang, K. de Jager, TJNAF, Newport News, VA","ELIC: An Electron-Light Ion Collider Based at CEBAF",
THAGB002,"G. Arduini, P. Baudrenghien, T. Bohl, P. Collier, K. Cornelis, W. Höfle, T. Linnecar, E. Shaposhnikova, J. Tückmantel, J. Wenninger, CERN, Geneva","Status of the LHC Beam in the CERN SPS",
THAGB003,"T. Roser, L. Ahrens, J.G. Alessi, M. Bai, J. Beebe-Wang, J.M. Brennan, K.A. Brown, G. Bunce, P. Cameron, E.D. Courant, A. Drees, W. Fischer, R. Fliller III, W. Glenn, H. Huang, A.U. Luccio, W.W. MacKay, Y. Makdisi, C. Montag, F. Pilat, V. Ptitsyn, T. Satogata, S. Tepikian, D. Trbojevic, N. Tsoupas, A. Zelenski, K. Zeno, J. van Zeijts, BNL, Upton, Long Island, New York; K. Krueger, H. Spinka, D. Underwood, ANL, Argonne; M. Syphers, FNAL, Batavia; I. Alekseev, D. Svirida, ITEP, Moscow; V. Ranjbar, IUCF, Bloomington; J. Tojo, Kyoto University, Kyoto; A. Deshpande, K. Kurita, RBRC, Upton, Long Island, New York; O. Jinnouchi, M. Okamura, N. Saito, RIKEN, Saitama","Accelerating and Colliding Polarized Protons in RHIC with Siberian Snakes",
THALA001,"E. Beebe, J.G. Alessi, A. Kponou, A.I. Pikin, K. Prelec, BNL, Upton, Long Island, New York","A New Generation of EBIS: High Current Devices for Accelerators and Colliders",
THALA002,"J.D. Sherman, W.B. Ingalls, G. Rouleau, H.V. Smith, Jr., LANL, Los Alamos; R. Ferdinand, R. Gobin, CEA, Gif-sur-Yvette; R. Sidlow, J.W.G. Thomason, CLRC RAL, Chilton, Didcot","Review of Scaled Penning H- Surface Plasma Source with Slit Emitters for High Duty Factor Linacs",
THALA003,"Y. Mori, KEK, Ibaraki-ken","Neutrino Factory in Japan:  Based on FFAG Accelerato",
THBGB001,"A. Drago, A. Gallo, A. Ghigo, M. Zobov, INFN-LNF, Frascati (Roma)","Longitudinal Quadrupole Instability in DAFNE Electron Ring",
THBGB002,"D. Nölle, DESY, Hamburg","The Diagnostic System of TTF II",
THBGB003,"P. Ausset, S. Bousson, D. Gardes, A.C. Mueller, B. Pottin, IPN, Orsay; R. Gobin, CEA, Gif-sur-Yvette; G. Belyaev, I. Roudskoy, ITEP, Moscow","Transverse Beam Profile Measurements for High Power Proton Beams",
THBLA001,"L. Picardi, C. Ronsivalle, ENEA, Frascati (Roma); S. Frullani, ISS, Roma","Advances in TOP Linac Construction",
THBLA002,"M. Napolitano, University Federico II and INFN, Naples; D. Barni, G. Bellomo, A. Bosotti, P. Michelato, C. Pagani, P. Pierini, INFN LASA, Segrate (MI); G. Bisoffi, M. Comunian, A. Facco, G. Lamanna, A. Lombardi, A. Palmieri, A. Pisent, F. Scarpa, V. Zviagintsev, INFN-LNL, Legnaro, Padova; L. Celona, G. Ciavola, S. Gammino, INFN-LNS, Catania; A. Chincarini, G. Gemme, R. Parodi, Univ. di Genova and INFN Genova, Genova","Status of the High Current Proton Accelerator for the TRASCO Program",
THBLA003,"T. Garvey, M. Bernard, H. Borie, J.-C. Bourdon, B. Jacquemard, B. Leblond, P. Lepercq, M. Omeich, M. Roch, J. Rodier, R. Roux, LAL, Orsay; F. Gobert, H. Monard, LCP, Orsay","ELYSE - An Intense Electron Linac for Pulsed Radiolysis Research",
THPDO001,"K. Fong, S. Fang, M. Laverty, TRIUMF, Vancouver","RF Control System for ISAC II Superconducting Cavities",
THPDO002,"L. Lilje, D. Kostin, S.N. Simrock, DESY, Hamburg; M. Fouaidy, IPN, Orsay","Characteristics of a Fast Piezo-Tuning Mechanism for Superconducting Cavities",
THPDO006,"R. Geng, S. Belomestnykh, H. Padamsee, J. Reilly, Cornell University, Ithaca, NY; D.M. Dykes, P. Goudket, ASTeC CLRC DL, Warrington; R.G. Carter, Lancaster University, Lancaster","Experimental Studies of Electron Multipacting in CESR Type Rectangular Waveguide Couplers",
THPDO007,"A. Kumar, S. Krishnagopal, K.K. Pant, CAT, Indore","Design, Simulations and Cold Tests of a Plane Wave Transformer (PWT) Linear Accelerator",
THPDO008,"D. Li, J.N. Corlett, LBNL, Berkeley","RF Delecting Cavity Design for Berkeley Ultrafast X Ray Source",
THPDO009,"P. Marchand, W. Gloor, M. Pedrozzi, PSI, Villigen; Ph. Brédy, CEA DSM, Gif-sur-Yvette; A. Anghel, EPFL-CRPP Fusion Technology, Villigen","Cryogenic System for the SLS Third Harmonic RF Cavity",
THPDO010,"S. Chel, P. Bosland, Ph. Brédy, J.-P. Charrier, G. Devanz, M. Luong, M. Maurier, S. Régnaud, CEA DSM, Gif-sur-Yvette; E. Chiaveri, R. Losito, S. Marque, CERN, Geneva; A. Anghel, P. Marchand, M. Pedrozzi, PSI, Villigen; P. Craievich, A. Fabris, C. Pasotti, G. Penco, M. Svandrlik, Sincrotrone Trieste, Trieste","Super-3HC Cryomodule:  Layout and First Tests",
THPDO011,"M. Luong, M. Desmons, G. Devanz, A. Mosnier, CEA, Gif-sur-Yvette","Minimizing RF Power Requirement and Improving Amplitude/Phase Control for High Gradient Superconducting Cavities",
THPDO012,"G. Devanz, M. Luong, A. Mosnier, CEA, Gif-sur-Yvette","Numerical Simulations of Dynamic Lorentz Detuning of SC Cavities",
