FRJI06,"Yu.I. Golubenko, N.K. Kuksanov, P.I. Nemytov, R.A. Salimov, S.N. Fadeev, M.E. Veis, V.V. Prudnikov","DC HIGH POWER ELV ACCELERATORS FOR INDUSTRIAL AND RESEARCH APPLICATION",
TUJP05,"G.S.Kraynov, A.S.Krivenko, V.V.Shirokov, I.N.Sorokin","THE GAS CHARGE-EXCHANGE TARGET OF THE TANDEM ACCELERATOR WITH VACUUM INSULATION",
TUJP06,"V.L. Auslender, V.G. Cheskidov, I.V. Gornakov, G.I. Kuznetsov, I.G. Makarov, G.N. Ostreiko, A.D. Panfilov, G.V. Serdobintsev, V.V. Tarnetsky, M.A. Tiunov, V.O. Tkachenko","5 MeV 300 kW ELECTRON ACCELERATOR PROJECT",
TUJP12,"A. Babkin, G. Krainov, A. Ivanov, V. Shirokov","COMPACT 500 kV TANDEM ACCELERATOR ON THE BASE OF HIGH FREQENCY RECTIFIER AND GAS-FILLED FEEDTHROUGH INSULATOR",
TUJP13,"Yu.N. Gavrish, V.L. Novikov, A.V. Sidorov, A.M. Fialkovsky","UPDATING OF THE DETECTOR SYSTEM TO INCREASE THE RESOLUTION CAPABILITY OF INDUSTRIAL INTROSCOPES AND TOMOGRAPHS BASED ON 6-15 MeV ACCELERATORS",
TUJP15,"B.S. Ishkhanov, N.I. Pakhomov, N.V. Shvedunov, V.I. Shvedunov, V.P. Gorbachev"," CONCEPTUAL DESIGN OF THE MINIATURE ELECTRON ACCELERATOR DEDICATED TO IORT",
TUKP01,"A.G.Alexeev, V.A.Pikalov, O.A.Liashenko, V.S.Lukanin, N.V.Kirayakova, E.V.Kosiaynenko, N.V.Spinko, V.P.Khramstov","RADIATION MONITORING SYSTEM FOR TECHNICAL STORAGE COMPLEX ",
TUKP02,"I. I. Degtyarev, O. A. Liashenko, I.A. Yazynin, A. I. Blokhiny, V. I. Belyakov-Bodin","SIMULATION OF RELATIVISTIC HADRONIC INTERACTIONS IN THE FRAMEWORK OF THE RTS&T-2004 CODE",
TUKP04,"M.I.Grachev, V.A.Kljushnikov, S.I. Kuptsov, V.N.Peleshko, V.M.Skorkin, K.I.Shishkin, M.O.Shmelev","THE AUTOMATIC RADIATION CONTROL SYSTEM OF THE INR LINEAR ACCELERATOR (TROITSK)",
TUKP06,"V. Yu. Schegolev, B. V. Florko","RADIATION HARDNESS OF NDFEB PERMANENT MAGNETS IN HIGH-ENERGY NEUTRON FIELDS AT CYCLOTRONS ",
WEEI01,"N.A. Vinokurov, D.A. Kayran, B.A. Knyazev, E.I. Kolobanov, V.V. Kotenkov, V.V. Kubarev, G.N. Kulipanov, A.N. Matveenko, L.E. Medvedev, S.V. Miginsky, L.A. Mironenko, A.D. Oreshkov, V.K. Ovchar, T.V. Salikova, S.S. Serednyakov, A.N. Skrinsky, et al","STATUS OF THE NOVOSIBIRSK HIGH POWER FREE ELECTRON LASER",
WEEI02,"A. Gamp","THE TRANSFORMATION OF THE TESLA TEST FACILITY INTO THE VUV FEL USER FACILITY AT DESY ",
WEEO04,"V.Korchuganov, M.Blokhov, M.Kovalchuk, Yu.Krylov, V.Kvardakov, L.Moseiko, N.Moseiko, V.Novikov, S.Zheludeva, D.Odintsov, V.Rezvov, V.Ushkov, A.Valentinov, A.Vernov, L.Yudin, Yu.Yupinov"," OPERATION AND PLANS ON THE ACCELERATOR COMPLEX IN KURCHATOV CENTER OF SYNCHROTRON RADIATION",
WEEO05,"A.A. Varfolomeev, S.V. Tolmachev, A. Varfolomeev Jr., T.V. Yarovoi"," INVERSE FEL HIGH ENERGY GAIN ACCELERATION SCHEMES OPTIMIZED FOR DIFFERENT ELECTRON BEAM ENERGY RANGES",
WEHO01,"A. Kayukov, V. Alexandrov, M. Koryovkina, O. Strekalovsky, K.E. Stiebing","DATA OBTAINING AND PROCESSING SOFTWARE FOR ION-BEAM MONITOR AT THE FRANKFURT 14GHZ ECRIS",
WEHO02,"O. I. Meshkov, V.F. Gurko, A. N. Zhuravlev, E. I. Zinin, P. V. Zubarev, N. Yu. Muchnoi, stract Yu. A Pahotin, A. N. Selivanov, M. G. Fedotov, A. D. Khilchenko","OPTICAL DIAGNOSTIC OF THE VEPP-4M COLLIDER",
WEHO04,"K.A. Trukhanov, V.V. Poliektov, V.I. Shvedunov"," THEORETICAL AND EXPERIMENTAL STUDY OF BEAM ENERGY SPREAD DIAGNOSTICS WITH VAVILOV – CHERENKOV RADIATION AT OPTICAL AND RF WAVELENGTH",
WEHP02,"E.V.Barkovsky, Yu.V.Krylov, V.V.Martynenko, V.A.Novikov, L.I.Udin","REMOTE OPERATING MONITORING OF SPATIAL STABILITY MAGNETS ON A KURCHATOV SOURCE OF SYNCHROTRON RADIATION",
WEHP03,"Boriskin V.N., Ayzatsky N.I., Gurin V.A., Savchenko A.N., Sarvilov A.A., Tatanov V.I.","MONITORING OF THE ELECTRON BEAM CROSS-SECTION IN THE AIR",
WEHP06,"V.G.Kurakin, A.V.Koltsov, P.V.Kurakin"," FLEXUSI – INTERFACE BUILDER FOR COMPUTER BASED ACCELERATOR MONITORING AND CONTROL SYSTEM",
WEHP08,"Yu. Krylov, V. Korchuganov, L. Moseiko, N. Moseiko, V. Novikov, A.Valentinov, Yu. Yupinov"," UPGRADING THE CONTROL SYSTEM AT KCSR",
WEHP09,"S. Latushkin, V. Rezvov, V. Unezhev, L. Yudin","WIDE-APERTURE NONINTERCEPTING IONIZATION SENSOR FOR CYCLOTRON BEAM CROSS-SECTION CONTROL",
WEHP11,"P.V. Logatchov, P.A. Bak, A.A. Starostenko , N.S. Dikansky, Ye.A. Gusev, A.R. Frolov, D.A.Malutin","ELECTRON BEAM PROBE AS A NONDESTRUCTIVE SINGLE BUNCH DIAGNOSTIC TOOL FOR CIRCULAR COLLIDERS",
WEHP12,"E. N. Lomakin, Yu. S. Khodyrev, I. V. Krouptchenkov, V. S. Seleznev, M. Yu. Vrazhnov, K. Wittenburg"," STUDY OF SR-MONITOR HEATING FROM E+E-- BEAMS AT DESY",
WEHP14,"D.A. Kayran, A.N. Matveenko, O.A. Shevchenko, N.A. Vinokurov"," TRANSVERSE EMITTANCE MEASUREMENTS IN HIGH-POWER FIR FEL ENERGY-RECOVERY LINAC",
WEHP18,"Yu.M.Velikanov, V.F.Veremeenko, N.A Vinokurov, B.A.Dovzhenko, Yu.A.Evtushenko, E.I.Zagorodnikov, D.A.Kayran, V.R.Kozak, E.A.Kuper, L.E.Medvedev, A.S.Medvedko, A.D.Oreshkov, S.P.Petrov, S.S.Serednyakov, S.V.Tararyshkin","FREE ELECTRON LASER FOR SIBERIAN CENTRE FOR PHOTOCHEMICAL RESEARCH: THE CONTROL SYSTEM FOR THE MAGNET POWER SUPPLIES",
WEHP19,"E.N.Dementyev, N.G.Gavrilov, A.S.Medvedko, A.D.Oreshkov, S.S.Serednyakov, E.N.Shubin, N.A.Vinokurov","FREE ELECTRON LASER FOR THE SIBERIAN CENTRE FOR PHOTOCHEMICAL RESEACH: SOFTWARE AND CAPABILITIES OF BEAM POSITION MEASUREMENT SYSTEM",
WEHP20,"Y.K.Avlasov, K.D.Bezmaternikh, A.V.Ovchar, A.D.Oreshkov, E.G.Miginskaya, T.V.Salikova, P.A.Selivanov, S.S.Serednyakov, S.V.Tararyshkin, A.G.Tribendis, N.A.Vinokurov","FREE ELECTRON LASER FOR THE SIBERIAN CENTRE FOR PHOTOCHEMICAL RESEARCH: THE CONTROL SYSTEM",
WEHP21,"V.N.Boriskin, A.N.Dovbnya, L.K.Myakushko, L.V.Reprintsev, V.I.Tatanov, V.A.Shendrik","DEVELOPMEMT OF A PASSING METHOD FOR CONTROL OF A MEAN BEAM ENERGY IN THE TECHOLOGICAL ELECTRON LINAC",
WEHP22,"A.N.Dovbnya, L.K.Myakushko, A.E.Tolstoj, V.A.Shendrik","PERMANENT MAGNETS IN STEERERS OF THE BEAM EXTRACTED FROM THE ELECTRON ACCELERATOR",
WEHP23,"D.A. Gutorov, V.P. Shestak, V.A. Vorontsov"," THE BEAM PROBE DIAGNOSTIC SIMULATION",
WEHP24,"L.L.Belova, K.N. Chernov, G.N. Ostreiko, G.V.Serdobintsev, V.V. Tarnetsky","RF PULSED MEASUREMENTS AT THE TNK LINEAR ACCELERATOR-INJECTOR",
WEHP25,"A.G.Afonin, G.M.Antonichev, V.N.Gorlov, V.N.Gres, S.V.Sokolov, V.I.Terekhov","NEW BEAM PROFILE MONITORING SYSTEM AT EXTRACTION FROM U-70",
WEHP26,"A.G.Afonin, G.M.Antonichev, V.T.Baranov, V.N.Gres, P.A.Shaposhnikov, V.I.Terekhov, V.Ya.Uglekov","AUTOMATED BEAM LOSS MONITORING SYSTEM AT EXTRACTION FROM U-70",
WEHP27,"A.G.Afonin, V.N.Gorlov, V.N.Gres, V.I.Terekhov","THE FIRST EXPERIENCE WITH SPACE SCANNING EXTRACTED BEAM ON THE SPIN@U-70 SETUP TARGET: POSSIBILITY AND MEASUREMENT TOOL",
WEHP28,"V.L. Auslender, M.A. Batazova, G.I. Kuznetsov, I.G. Makarov, G.N. Ostreiko, A.D. Panfilov, V.S. Podobaev, V.V. Tarnetsky, M.A. Tiunov, V.O. Tkachenko"," TRIODE RF GUN FOR LINEAR ELECTRON ACCELERATORS",
WEHP29,"A.M. Tron, I.G. Merinov"," METHODS FOR ELECTRON BUNCH MEASUREMENT WITH RESOLUTION OF THE ORDER OF 1 FS AND 1 NM",
WEHP30,"E. Klimenkov, G. Losev, Yu. Milichenko, V. Voevodin"," BEAM PARAMETERS MEASUREMENT BASED ON TV METHODS",
WEHP31,"V.N. Zamriy","DIAGNOSTIC SYSTEMS AND PROTECTION CONTROL FOR IREN LINAC TEST FACILITY",
WEHP33,"E.A. Frolov, V.A. Andreev, B.N. Sveshnikov, B.V. Vasilishin, V.I. Volkov"," NUCLOTRON CONTROL SYSTEM. PROSPECTS OF THE PROGRAM COMPLEX DEVELOPMENT",
WEHP36,"S. Barabin, P. Forck, T. Giacomini, D. Liakin, A. Orlov, V. Skachkov"," DEVELOPMENT OF A PERMANENT MAGNET RESIDUAL GAS PROFILE MONITOR WITH FAST READOUT",
WEHP41,"Ioudin L.I., Korchuganov V.N., Krylov Yu.V., Rezvov V.A., Stirin A.I., Valentinov A.G, Yupinov Yu.L.","ON- LINE OBSERVATION OF ELECTRON BEAM BUNCHES IN THE LARGE STORAGE RING OF KURCHATOV SRS",
WEHP42,"N.I. Balalykin, C. Boehme. O.I. Brovko, V.F. Bykovsky, J. Dietrich, V. Kamerdzhiev","DEVELOPMENT OF BEAM POSITION AND PROFILE MONITOR",
WENO02,"L.M. Onischenko, Yu.G. Alenitsky, A.A. Glazov, G.A. Karamysheva, D.L. Novikov, E.V. Samsonov, A.S. Vorozhtsov, S.B. Vorozhtsov, N.L. Zaplatin"," DEVELOPMENT OF COMPACT CYCLOTRON FOR EXPLOSIVES DETECTION BY NUCLEAR RESONANCE ABSORPTION OF GAMMA-RAYS IN NITROGEN",
WENO04,"Yu. Ts. Oganessian, G.G. Gulbekyan, B.N. Gikal, I.V. Kalagin, S.L. Bogomolov, I.V. Kolesov, G..N. Ivanov, V.V. Bekhterev, M.V. Khabarov, O.N. Borisov, I.A. Ivanenko, J. Franko, S. Kralek","PROJECT OF THE U400R CYCLOTRON AT THE FLNR JINR",
WENO05,"Eliseev I.A., Kaplun V.G., Rogozev B.I., Stepanov A.V., Suzikov A.G., Jagol'nikov S.V."," CYCLOTRON RIC-30: 10 YEARS OF THE OPERATION",
WENO07,"S.B.Vorozhtsov, E.E.Perepelkin, A.S.Vorozhtsov","DYNAMICAL PROPERTIES OF THE ELECTROMAGNETIC FIELD OF",
WENO08,"A.S. Vorozhtsov, S.B. Vorozhtsov"," MAGNETIC FIELD SIMULATION IN THE CUSTOMS CYCLOTRON",
WENO10,"E.V.Samsonov, L.M.Onischenko"," COMPUTATION OF BEAM DYNAMICS WITH SPACE CHARGE IN COMPACT CYCLOTRON ON ENERGY ~ 1.8 MEV",
WENO11,"G.G. Gulbekyan, S.L. Bogomolov, V.V. Bekhterev, I.V. Kalagin, N.Yu. Kazarinov, M.V. Khabarov, V.N.Loginov, M.Leporis","AXIAL INJECTION CHANNEL OF THE DC-72 CYCLOTRON",
WENO12,"G. Gulbekian, I. Ivanenko, J. Franko, J. Keniz, E.Samsonov, V.P.Kukhtin, E.V.Lamzin, S.E.Sytchevsky","DC-72 CYCLOTRON MAGNETIC FIELD FORMATION ",
WENO13,"Yu. G.Alenitsky, S.B.Vorozhtsov, A.A.Glazov, G.V.Mytsyn, A.G.Molokanov, N.L.Zaplatin, G.A.Karamysheva, S.A.Kostromin, L.M.Onischenko, E.V.Samsonov","CYCLOTRON FOR BEAM THERAPY APPLICATION",
WENO14,"Aleinikov V.V., Bondarenko P.G,. Krylov A.I., Nikiforov A S., Pashchenko S.V","CONTROL SYSTEM FOR IC-100 CYCLOTRON",
WENO16,"G. Gulbekian, M. Hudak"," HIGH-FREQUENCY SYSTEM OF THE CYCLOTRON DC - 72",
WENO17,"M.F. Vorogushin, Yu.N. Gavrish, A.V. Galchuk, L.I. Korolev, V.G. Mudrolyubov, A.V. Stepanov, A.P.Strokach","APPLIED LOW-ENERGY CYCLOTRON",
WENO18,"G.A. Karamysheva, L.M. Onischenko","INJECTION SYSTEM OF THE COMPACT CYCLOTRON",
